property_id,Property_Title,Address,Market,Flood,Street_Address,City,State,Zip,Property_Type,Highway,Train,Tax_Rate,SQFT_Basement,HTW,Pool,Commercial,Water,Sewage,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,BasementYesNo,Layout,Rent_Restricted,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
3481,"94770 Amber Streets Suite 984, Jessicaside, CT 43330","94770 Amber Streets Suite 984, Jessicaside, CT 43330",Tampa,Flood Zone,94770 Amber Streets Suite 984,Jessicaside,CT,43330,Condo,Far,Near,2.26,1108,No,No,,,,1959,990,9016,Street,5,4,No,Ranch,No,1,40.803076,-100.067742,Spurs,6.05
3482,"382 Robert Stream Suite 166, Seanview, AL 81034","382 Robert Stream Suite 166, Seanview, AL 81034",Dalas,,382 Robert Stream Suite 166,Seanview,AL,81034,Single Family Home,Near,Near,2.58,870,Yes,,,Well,Septic,1950,2968,5617,Garage,5,2,Yes,Ranch,,5,35.261378,-78.320007,Rue,9.29
3483,"3259 Jimenez Neck Apt. 741, Griffinmouth, KS 43641","3259 Jimenez Neck Apt. 741, Griffinmouth, KS 43641",Tampa,,3259 Jimenez Neck Apt. 741,Griffinmouth,KS,43641,SFR,,,2.12,1656,No,,No,City,Septic,1961,2898,5494,,3,4,No,,No,5,36.499515,-99.017027,Rapid,9.87
3484,"09715 Angela Stravenue Apt. 791, Leonardchester, WV 11617","09715 Angela Stravenue Apt. 791, Leonardchester, WV 11617",Florida,Minimal Flood,09715 Angela Stravenue Apt. 791,Leonardchester,WV,11617,Single Family Home,Near,Far,1.69,1883,,Yes,Yes,City,City,1931,1473,3728,Street,4,1,Yes,Ranch,Yes,5,40.870145,-76.339649,Crest,3.37
3485,"3947 Fuller Spring Apt. 791, South Robert, PW 30363","3947 Fuller Spring Apt. 791, South Robert, PW 30363",Dalas,Minimal Flood,3947 Fuller Spring Apt. 791,South Robert,PW,30363,Condo,Far,,2.57,1324,,,,,City,1945,2479,4622,Driveway,4,3,Yes,Ranch,Yes,3,34.142514,-103.246115,Mount,7.07
3486,"615 Cole Lake, New Johnmouth, AR 07273","615 Cole Lake, New Johnmouth, AR 07273",Atlanta,Flood Zone,615 Cole Lake,New Johnmouth,AR,07273,Single Family Home,,Far,1.93,1305,,Yes,Yes,City,,2013,2584,5088,,6,3,,Split,No,5,36.878304,-89.33877,Dam,3.95
3487,"08476 Rowe Squares Apt. 329, North David, DE 84230","08476 Rowe Squares Apt. 329, North David, DE 84230", ,Minimal Flood,08476 Rowe Squares Apt. 329,North David,DE,84230,SFR,Near,Far,1.96,736,No,,,City,,1989,1953,3928,,1,4,Yes,,Yes,4,34.68293,-89.261524,Ridge,7.51
3488,"224 Pam Corners Apt. 420, South Calvin, ND 60098","224 Pam Corners Apt. 420, South Calvin, ND 60098", ,,224 Pam Corners Apt. 420,South Calvin,ND,60098,Townhouse,,Near,1.69,1385,Yes,No,Yes,,Septic,2018,2225,9054,,6,1,No,Split,Yes,3,33.771089,-79.007494,Vista,8.49
3489,"7732 Mcdowell Camp Suite 165, Batesshire, AL 72665","7732 Mcdowell Camp Suite 165, Batesshire, AL 72665",Chicgo,,7732 Mcdowell Camp Suite 165,Batesshire,AL,72665,Townhouse,Far,,3.29,1663,Yes,,Yes,City,,1934,534,8097,,1,1,,,Yes,1,33.202876,-115.406628,Camp,4.74
3490,"369 Christopher Glen, New Toddside, TN 15214","369 Christopher Glen, New Toddside, TN 15214",Tampa,Flood Zone,369 Christopher Glen,New Toddside,TN,15214,Condo,Far,Near,1.64,1464,No,,No,,,1957,3270,8183,Street,5,2,No,Colonial,Yes,1,34.498326,-81.75605,Isle,3.78
3491,"5106 Billy Glens Suite 384, New Jeremyborough, RI 59723","5106 Billy Glens Suite 384, New Jeremyborough, RI 59723",Chicago,Flood Zone,5106 Billy Glens Suite 384,New Jeremyborough,RI,59723,Single Family Home,Far,Near,1.43,1576,Yes,,No,,,1920,1599,9407,Garage,4,1,,Split,Yes,2,41.197368,-117.360376,Islands,3.98
3492,"284 Michelle Drive Suite 321, Henryland, CT 98996","284 Michelle Drive Suite 321, Henryland, CT 98996",Dallas,Flood Zone,284 Michelle Drive Suite 321,Henryland,CT,98996,Condo,Far,Far,1.1,366,No,,Yes,City,,1942,2543,4356,Street,5,3,No,Split,Yes,3,38.940762,-116.848117,Road,4.18
3493,"573 Sandra Road Apt. 172, Amyton, NY 23174","573 Sandra Road Apt. 172, Amyton, NY 23174", ,,573 Sandra Road Apt. 172,Amyton,NY,23174,Single Family Home,Near,Near,3.46,1854,No,No,Yes,,,1982,1780,4327,,6,3,No,,No,1,41.711193,-90.853175,Motorway,6.62
3494,"2689 Stanley Mountains Suite 232, Lake Brandon, NV 57535","2689 Stanley Mountains Suite 232, Lake Brandon, NV 57535",Atlanta,Minimal Flood,2689 Stanley Mountains Suite 232,Lake Brandon,NV,57535,Duplex,,Near,3.22,210,No,Yes,Yes,City,City,2024,712,7451,,3,4,,Colonial,No,4,33.637464,-87.351277,Grove,9.53
3495,"1698 Vanessa Forest Apt. 442, West Annside, MS 68351","1698 Vanessa Forest Apt. 442, West Annside, MS 68351",Tampa,Minimal Flood,1698 Vanessa Forest Apt. 442,West Annside,MS,68351,SFR,Far,Far,3.14,1031,,,Yes,City,City,1931,2146,7931,Street,6,4,,,No,2,34.172069,-93.368954,Orchard,7.49
3496,"6130 Phillip Junctions, New Phylliston, MO 89008","6130 Phillip Junctions, New Phylliston, MO 89008",Dallas,,6130 Phillip Junctions,New Phylliston,MO,89008,Townhouse,Near,,3.11,205,Yes,,No,Well,Septic,2023,2696,9580,,3,3,No,Split,No,3,41.172163,-109.351442,Forge,3.28
3497,"08208 Dawn Freeway Suite 340, Calderonmouth, ND 71513","08208 Dawn Freeway Suite 340, Calderonmouth, ND 71513",Chicago,Minimal Flood,08208 Dawn Freeway Suite 340,Calderonmouth,ND,71513,Single Family Home,Near,,1.51,428,,No,No,Well,,1943,765,8348,Garage,5,1,Yes,Colonial,,2,39.265387,-106.415093,Port,7.7
3498,"798 Elizabeth Drives, Erinhaven, RI 63601","798 Elizabeth Drives, Erinhaven, RI 63601",Tampa,,798 Elizabeth Drives,Erinhaven,RI,63601,Condo,Near,,1.42,1232,Yes,,,,,1950,2828,4676,Driveway,3,2,Yes,Colonial,No,5,38.206823,-114.2819,Fords,8.26
3499,"2252 Charles Walks, Kellyburgh, FL 03843","2252 Charles Walks, Kellyburgh, FL 03843",Dalas,,2252 Charles Walks,Kellyburgh,FL,03843,Duplex,Far,,3.3,18,Yes,,No,City,Septic,1934,1265,5865,,2,3,No,Ranch,No,3,41.303542,-117.32391,Freeway,5.98
3500,"4529 Hailey Place, Evanbury, GU 95128","4529 Hailey Place, Evanbury, GU 95128",Florida,Minimal Flood,4529 Hailey Place,Evanbury,GU,95128,Condo,,,2.26,1832,No,,No,,Septic,1983,2525,6346,Street,6,1,Yes,Ranch,,2,34.583106,-77.062049,Gardens,7.7
3501,"218 Jones Views Suite 598, New Sallychester, MT 82389","218 Jones Views Suite 598, New Sallychester, MT 82389",Dalas,Minimal Flood,218 Jones Views Suite 598,New Sallychester,MT,82389,Condo,Far,Far,2.94,1980,Yes,Yes,Yes,,City,1958,1364,3810,Street,1,3,No,Colonial,Yes,4,39.373965,-99.822672,Extensions,7.58
3502,"17269 Bates Springs, North Jason, LA 44777","17269 Bates Springs, North Jason, LA 44777",Tampa,,17269 Bates Springs,North Jason,LA,44777,Duplex,Far,Near,3.27,50,No,No,,,,1985,2458,8821,Garage,5,3,Yes,Ranch,,4,37.313569,-103.500563,Ford,6.87
3503,"12141 David Brook Apt. 082, Hickschester, UT 51200","12141 David Brook Apt. 082, Hickschester, UT 51200",Dalas,Flood Zone,12141 David Brook Apt. 082,Hickschester,UT,51200,Single Family Home,Far,Far,1.81,1248,Yes,No,,City,City,1932,1323,5336,Street,6,2,,Colonial,No,2,37.685892,-91.800961,Centers,10.0
3504,"349 Allen Springs, Port Katherineside, MD 01280","349 Allen Springs, Port Katherineside, MD 01280",Atlanta,,349 Allen Springs,Port Katherineside,MD,01280,Duplex,Near,Near,2.14,997,,No,,Well,City,2012,2768,4940,Street,2,4,Yes,Ranch,,3,38.499946,-106.825436,Cliff,6.96
3505,"72944 Pamela Extension Suite 021, New Jeffreyhaven, MN 48456","72944 Pamela Extension Suite 021, New Jeffreyhaven, MN 48456",Tampa,,72944 Pamela Extension Suite 021,New Jeffreyhaven,MN,48456,Condo,Near,,2.19,1103,Yes,Yes,No,Well,Septic,1922,873,4551,Driveway,3,3,No,,No,5,39.361581,-84.289547,Fall,5.43
3506,"473 Jenny Trail Suite 700, West Mariamouth, TN 42195","473 Jenny Trail Suite 700, West Mariamouth, TN 42195",Dalas,,473 Jenny Trail Suite 700,West Mariamouth,TN,42195,SFR,,Far,2.89,1545,,,Yes,Well,,2013,1493,3981,,4,4,No,,No,1,41.654414,-88.479201,Pine,4.22
3507,"70844 Lisa Track Apt. 354, Joshuabury, IA 92408","70844 Lisa Track Apt. 354, Joshuabury, IA 92408",Chicgo,,70844 Lisa Track Apt. 354,Joshuabury,IA,92408,SFR,,Near,2.75,822,,No,,,City,2011,1609,6413,,5,4,Yes,,Yes,5,39.162533,-115.577538,Field,3.35
3508,"18843 Hunt Grove, Lake Thomasshire, PA 42799","18843 Hunt Grove, Lake Thomasshire, PA 42799",Dalas,Minimal Flood,18843 Hunt Grove,Lake Thomasshire,PA,42799,Duplex,Near,,2.71,962,,No,,City,Septic,1969,3421,5870,Garage,1,3,Yes,Split,No,5,34.125118,-85.401319,Wells,4.36
3509,"544 Clark Parkway Apt. 078, North Jenniferville, SD 12336","544 Clark Parkway Apt. 078, North Jenniferville, SD 12336",Dallas,,544 Clark Parkway Apt. 078,North Jenniferville,SD,12336,Duplex,,Far,1.02,1492,,No,,,City,1936,1454,4223,Garage,1,1,Yes,Split,Yes,3,34.36664,-87.993712,Loop,3.11
3510,"761 Diaz Spring, Bradleyshire, DE 99510","761 Diaz Spring, Bradleyshire, DE 99510", ,Flood Zone,761 Diaz Spring,Bradleyshire,DE,99510,Townhouse,Far,Far,1.26,265,,No,No,,,1936,2899,4285,Garage,2,3,Yes,,No,1,38.106315,-101.399336,Valley,8.33
3511,"4024 Hernandez Field Suite 136, Andreaview, SD 72992","4024 Hernandez Field Suite 136, Andreaview, SD 72992",Florida,Minimal Flood,4024 Hernandez Field Suite 136,Andreaview,SD,72992,SFR,Far,Near,2.71,950,No,No,Yes,City,Septic,1978,3462,8697,,3,4,Yes,,Yes,4,39.347179,-109.876173,Falls,4.21
3512,"37487 John Lodge Suite 194, East Erica, PR 06177","37487 John Lodge Suite 194, East Erica, PR 06177",Tampa,Flood Zone,37487 John Lodge Suite 194,East Erica,PR,06177,Condo,Near,Near,2.62,354,,Yes,No,City,City,2009,1756,7261,Driveway,6,1,,Colonial,,1,39.624046,-75.03935,Port,7.4
3513,"16320 Lindsey Radial Suite 743, New Vickie, SD 92732","16320 Lindsey Radial Suite 743, New Vickie, SD 92732",Dalas,Flood Zone,16320 Lindsey Radial Suite 743,New Vickie,SD,92732,SFR,Near,,2.83,1107,Yes,,No,,Septic,1966,2914,6661,,2,2,No,Colonial,No,3,35.951494,-109.60455,Roads,5.92
3514,"142 Jackson Estate Suite 760, Jorgeville, SD 83371","142 Jackson Estate Suite 760, Jorgeville, SD 83371",Tampa,,142 Jackson Estate Suite 760,Jorgeville,SD,83371,Duplex,Near,,1.07,430,Yes,Yes,,Well,City,1990,2022,6738,Driveway,6,3,Yes,Split,Yes,1,34.054507,-85.917048,Camp,4.79
3515,"223 Daniel Passage Suite 133, Martinburgh, KY 28091","223 Daniel Passage Suite 133, Martinburgh, KY 28091",Tampa,,223 Daniel Passage Suite 133,Martinburgh,KY,28091,Condo,Far,,2.64,1978,No,,,Well,Septic,1946,554,6289,Garage,5,3,Yes,,Yes,5,37.430411,-93.115473,Drive,3.95
3516,"552 Long Crossing, Gregoryton, IL 92764","552 Long Crossing, Gregoryton, IL 92764",Dallas,Flood Zone,552 Long Crossing,Gregoryton,IL,92764,Single Family Home,Far,Far,1.85,148,No,,No,Well,,1942,3397,8986,Garage,4,3,,,No,5,40.332271,-82.852045,Lock,3.89
3517,"68491 Ramos Points Suite 402, Mccormickside, VA 77123","68491 Ramos Points Suite 402, Mccormickside, VA 77123",Dallas,Minimal Flood,68491 Ramos Points Suite 402,Mccormickside,VA,77123,Single Family Home,Near,,3.03,1610,Yes,No,,,,2003,2127,7340,Street,2,4,No,Ranch,No,3,40.229118,-103.624784,Groves,9.4
3518,"62478 Collins Trail, Ryanville, OR 70457","62478 Collins Trail, Ryanville, OR 70457",Dalas,,62478 Collins Trail,Ryanville,OR,70457,Townhouse,,,2.57,1184,Yes,,Yes,,Septic,1923,2008,8975,Driveway,1,4,Yes,Colonial,Yes,2,35.848243,-83.042406,Hills,7.06
3519,"99462 Ochoa Tunnel Suite 002, West Kelly, MH 48821","99462 Ochoa Tunnel Suite 002, West Kelly, MH 48821",Chicago,,99462 Ochoa Tunnel Suite 002,West Kelly,MH,48821,Single Family Home,Near,Near,1.75,1,,No,No,,Septic,1933,1499,6046,Street,3,1,No,,,1,35.611857,-109.045803,Bypass,3.46
3520,"220 Matthew Junction, South Holly, DC 76407","220 Matthew Junction, South Holly, DC 76407",Tampa,,220 Matthew Junction,South Holly,DC,76407,Condo,Far,Far,2.94,1903,No,,Yes,City,Septic,1977,1566,5449,,1,1,No,,Yes,3,36.550973,-116.724116,Harbors,4.26
3521,"10789 Craig Club, Lisafurt, NE 22605","10789 Craig Club, Lisafurt, NE 22605",Dallas,Flood Zone,10789 Craig Club,Lisafurt,NE,22605,Condo,,,2.82,1820,No,No,,,City,2007,965,6306,Garage,1,4,,,No,4,35.81484,-101.3407,Drive,9.1
3522,"56465 Miller Square Apt. 306, South Amber, SC 03228","56465 Miller Square Apt. 306, South Amber, SC 03228",Dallas,Minimal Flood,56465 Miller Square Apt. 306,South Amber,SC,03228,Duplex,Near,,2.87,352,No,No,Yes,City,Septic,2017,2263,8545,Garage,4,4,Yes,,No,2,38.300343,-81.687135,Dale,9.49
3523,"06150 Lopez Walks, Kellerton, VT 93905","06150 Lopez Walks, Kellerton, VT 93905",Chicgo,,06150 Lopez Walks,Kellerton,VT,93905,Single Family Home,Near,Far,2.09,796,,,Yes,City,Septic,1962,2329,9959,,3,4,Yes,Ranch,No,3,35.04411,-93.110922,Cliffs,4.33
3524,"62679 Blackwell Plains Apt. 928, Port Bryce, UT 84978","62679 Blackwell Plains Apt. 928, Port Bryce, UT 84978",Tampa,Minimal Flood,62679 Blackwell Plains Apt. 928,Port Bryce,UT,84978,Condo,,Near,2.05,1297,Yes,No,Yes,,City,2016,3050,6495,,3,4,No,Ranch,No,2,38.905973,-78.865995,Stravenue,9.94
3525,"897 Hawkins Canyon Apt. 649, East Mariafurt, ID 78452","897 Hawkins Canyon Apt. 649, East Mariafurt, ID 78452",Tampa,Flood Zone,897 Hawkins Canyon Apt. 649,East Mariafurt,ID,78452,Townhouse,Far,,1.9,890,,Yes,No,Well,Septic,1924,3218,9787,Street,5,1,Yes,Colonial,No,1,41.880859,-94.121797,Village,4.82
3526,"7447 Oliver Terrace, Tammyview, DC 77876","7447 Oliver Terrace, Tammyview, DC 77876",Florida,Minimal Flood,7447 Oliver Terrace,Tammyview,DC,77876,Condo,,,1.15,99,No,No,Yes,,,1920,2593,5322,Street,3,2,,Ranch,No,3,34.776776,-89.46445,Junction,9.27
3527,"62401 Melissa Turnpike, Lake James, KS 36284","62401 Melissa Turnpike, Lake James, KS 36284",Dallas,Minimal Flood,62401 Melissa Turnpike,Lake James,KS,36284,SFR,Near,Near,2.42,1423,No,,Yes,City,City,1959,1439,9616,,4,2,No,,,3,37.269826,-113.336276,Stream,9.61
3528,"3272 Timothy Islands, South Sarah, OK 65590","3272 Timothy Islands, South Sarah, OK 65590",Chicago,,3272 Timothy Islands,South Sarah,OK,65590,Single Family Home,Near,,3.05,1860,,No,No,City,City,1970,2993,5959,Garage,1,2,Yes,Colonial,No,2,37.576793,-76.24743,Estates,9.94
3529,"68526 Randy Ville Apt. 080, Marshallshire, WA 25476","68526 Randy Ville Apt. 080, Marshallshire, WA 25476",Chicgo,Minimal Flood,68526 Randy Ville Apt. 080,Marshallshire,WA,25476,Condo,Far,,2.52,1945,No,No,No,City,City,1941,2612,8246,Street,1,4,No,Split,,2,40.227038,-116.999398,Hill,6.73
3530,"032 Joel Meadow Apt. 987, East James, RI 35119","032 Joel Meadow Apt. 987, East James, RI 35119",Dallas,Minimal Flood,032 Joel Meadow Apt. 987,East James,RI,35119,Duplex,Far,Near,2.73,762,,No,,City,Septic,1965,1197,6983,Driveway,2,4,No,,Yes,2,33.27206,-117.68762,Estate,7.44
3531,"0604 Nichols Crossroad Apt. 305, South James, GA 43986","0604 Nichols Crossroad Apt. 305, South James, GA 43986",Chicgo,,0604 Nichols Crossroad Apt. 305,South James,GA,43986,Townhouse,Near,Far,1.85,1231,No,Yes,No,City,,1960,1310,8544,,1,1,No,,,3,35.264266,-82.239549,Inlet,3.26
3532,"1206 Michelle Curve, Jonathanland, KY 17599","1206 Michelle Curve, Jonathanland, KY 17599",Chicgo,Minimal Flood,1206 Michelle Curve,Jonathanland,KY,17599,Townhouse,Near,Near,1.32,650,Yes,,,,City,1943,3263,7603,Driveway,3,3,No,,No,4,41.598992,-73.313377,Plains,9.45
3533,"1424 Carmen Junction Suite 446, Taylorchester, NE 13607","1424 Carmen Junction Suite 446, Taylorchester, NE 13607",Chicgo,Minimal Flood,1424 Carmen Junction Suite 446,Taylorchester,NE,13607,Condo,,Near,1.23,1538,No,,,Well,,1920,3417,9249,Garage,3,3,,Ranch,No,5,40.485566,-113.393559,Forges,9.89
3534,"9609 Richmond Turnpike Suite 232, Josephstad, ID 01825","9609 Richmond Turnpike Suite 232, Josephstad, ID 01825",Dallas,Minimal Flood,9609 Richmond Turnpike Suite 232,Josephstad,ID,01825,SFR,Far,Near,2.4,1114,,,Yes,Well,,1920,2415,3735,Street,4,2,,Ranch,,3,40.531081,-116.628742,Isle,8.74
3535,"8172 Mendez Islands, Lake George, IL 89824","8172 Mendez Islands, Lake George, IL 89824",Atlanta,Flood Zone,8172 Mendez Islands,Lake George,IL,89824,Single Family Home,Far,Far,2.69,1621,Yes,Yes,,Well,Septic,2010,1516,4720,Garage,5,2,No,Split,No,4,41.563239,-79.745395,Forest,5.84
3536,"03002 Miller Hollow Suite 604, Reedburgh, OR 27411","03002 Miller Hollow Suite 604, Reedburgh, OR 27411",Dallas,Minimal Flood,03002 Miller Hollow Suite 604,Reedburgh,OR,27411,Single Family Home,Far,,3.11,411,Yes,,No,City,City,1949,2964,4432,,1,3,Yes,Split,Yes,2,38.732397,-88.106684,Hollow,7.09
3537,"8713 Taylor Drive Apt. 494, Robertsonville, OH 41243","8713 Taylor Drive Apt. 494, Robertsonville, OH 41243",Tampa,Flood Zone,8713 Taylor Drive Apt. 494,Robertsonville,OH,41243,Duplex,Far,Near,2.24,221,,Yes,Yes,,Septic,1950,3439,3604,Garage,1,1,Yes,Colonial,No,3,34.811721,-76.398668,Circles,8.35
3538,"12438 Smith Village Suite 038, North Robinport, PW 10570","12438 Smith Village Suite 038, North Robinport, PW 10570",Dalas,,12438 Smith Village Suite 038,North Robinport,PW,10570,Townhouse,Far,,1.41,33,Yes,No,,,,1931,1139,8389,Driveway,3,2,Yes,Ranch,Yes,4,36.374731,-84.784586,Station,5.32
3539,"154 Cory Forge Suite 001, Williamsonmouth, IN 17187","154 Cory Forge Suite 001, Williamsonmouth, IN 17187",Dallas,,154 Cory Forge Suite 001,Williamsonmouth,IN,17187,Condo,,,3.21,1639,No,,No,City,,2011,1411,7680,,6,2,Yes,Colonial,Yes,4,33.622062,-115.289921,Glens,4.5
3540,"15440 Vega Avenue, New Justinborough, CT 92783","15440 Vega Avenue, New Justinborough, CT 92783",Dalas,Minimal Flood,15440 Vega Avenue,New Justinborough,CT,92783,Condo,Far,Near,1.88,1821,No,,No,,City,2008,3176,4693,,4,4,,Ranch,,1,39.643103,-103.530026,Lakes,9.02
3541,"55465 Andrew Stravenue Apt. 527, Rhondafurt, PA 21078","55465 Andrew Stravenue Apt. 527, Rhondafurt, PA 21078", ,,55465 Andrew Stravenue Apt. 527,Rhondafurt,PA,21078,Townhouse,Far,Far,2.01,228,Yes,No,,Well,,1974,2390,5052,Garage,1,1,Yes,Colonial,,3,33.644801,-99.605689,Roads,8.2
3542,"567 Garcia Canyon, Rhondashire, DC 06694","567 Garcia Canyon, Rhondashire, DC 06694",Atlanta,,567 Garcia Canyon,Rhondashire,DC,06694,Condo,Near,,1.23,1365,,,Yes,Well,Septic,1976,1295,9562,Driveway,1,2,,Split,,2,40.012203,-92.387387,Row,4.19
3543,"147 Atkins Crest, Kaylamouth, LA 40215","147 Atkins Crest, Kaylamouth, LA 40215",Chicago,Flood Zone,147 Atkins Crest,Kaylamouth,LA,40215,Condo,Near,Near,1.58,929,Yes,,Yes,Well,,2023,2187,5665,Garage,6,3,No,Colonial,No,1,36.590427,-81.638616,Spur,3.91
3544,"548 Kelsey Crossroad Apt. 349, South Rebecca, WI 78045","548 Kelsey Crossroad Apt. 349, South Rebecca, WI 78045",Chicgo,Minimal Flood,548 Kelsey Crossroad Apt. 349,South Rebecca,WI,78045,Townhouse,Far,,1.03,605,Yes,No,Yes,City,Septic,2011,3317,9457,Street,5,4,Yes,Split,Yes,5,38.063905,-112.735561,Rapids,7.24
3545,"9959 Reginald Course Suite 226, North Robertfurt, AR 07903","9959 Reginald Course Suite 226, North Robertfurt, AR 07903",Florida,Minimal Flood,9959 Reginald Course Suite 226,North Robertfurt,AR,07903,Duplex,Near,Far,1.48,1881,,Yes,Yes,Well,City,1967,2390,8424,Garage,5,3,,Colonial,No,1,35.337533,-115.894458,Square,7.62
3546,"7522 Kevin Throughway, Dustinton, GU 91969","7522 Kevin Throughway, Dustinton, GU 91969",Florida,Flood Zone,7522 Kevin Throughway,Dustinton,GU,91969,SFR,,Near,2.24,1687,,No,,City,City,1921,2980,9217,,3,2,,Colonial,Yes,3,34.84501,-100.030293,Common,8.61
3547,"2184 Davis Plaza Suite 490, Wardmouth, LA 96992","2184 Davis Plaza Suite 490, Wardmouth, LA 96992",Chicago,Flood Zone,2184 Davis Plaza Suite 490,Wardmouth,LA,96992,Townhouse,Far,Far,2.64,481,,No,No,Well,City,1983,3433,7489,,3,1,,Split,,1,38.606296,-75.614265,Burgs,7.89
3548,"1004 Martinez Junction Suite 012, Micheleview, WI 03147","1004 Martinez Junction Suite 012, Micheleview, WI 03147",Florida,Flood Zone,1004 Martinez Junction Suite 012,Micheleview,WI,03147,Single Family Home,Near,,2.32,1012,No,No,Yes,City,Septic,1991,1281,6097,Driveway,4,1,No,Colonial,No,5,34.314183,-73.422574,Trafficway,8.03
3549,"212 Nelson Burg Apt. 667, Robertberg, ND 30793","212 Nelson Burg Apt. 667, Robertberg, ND 30793",Dalas,,212 Nelson Burg Apt. 667,Robertberg,ND,30793,SFR,Far,,3.33,1997,Yes,,Yes,City,,2001,863,6129,Garage,6,4,Yes,,,4,36.900054,-113.716804,Islands,7.98
3550,"90041 Hernandez Lake Suite 876, Stevenstown, MD 64864","90041 Hernandez Lake Suite 876, Stevenstown, MD 64864",Chicago,Minimal Flood,90041 Hernandez Lake Suite 876,Stevenstown,MD,64864,SFR,,Far,1.35,202,,Yes,Yes,City,Septic,1986,2932,9168,Street,5,4,Yes,Split,No,4,35.807798,-81.678435,Village,3.54
3551,"4353 Sanchez Dam, Cuevasside, IN 20046","4353 Sanchez Dam, Cuevasside, IN 20046",Dalas,,4353 Sanchez Dam,Cuevasside,IN,20046,SFR,Far,,2.94,347,Yes,No,,Well,Septic,1996,1083,6735,,1,4,,Split,Yes,2,37.179136,-106.806127,Parkway,10.0
3552,"353 Wright Ramp, Christopherland, TX 94358","353 Wright Ramp, Christopherland, TX 94358", ,Flood Zone,353 Wright Ramp,Christopherland,TX,94358,Condo,Far,Near,3.01,1004,Yes,Yes,,Well,City,1976,1764,8804,Driveway,6,4,,Split,,3,39.375343,-89.146942,Row,7.35
3553,"37636 Jones Passage, New Kevin, NM 83159","37636 Jones Passage, New Kevin, NM 83159",Chicago,Flood Zone,37636 Jones Passage,New Kevin,NM,83159,SFR,Far,Far,2.2,1510,Yes,Yes,No,Well,Septic,1938,1473,8877,Driveway,2,4,No,Split,,5,40.448768,-90.216023,Parkways,6.93
3554,"89165 Key Course, East Teresa, MH 04891","89165 Key Course, East Teresa, MH 04891",Dalas,Flood Zone,89165 Key Course,East Teresa,MH,04891,Duplex,Far,Far,3.19,1514,,Yes,Yes,Well,,1987,1755,5148,Garage,1,1,Yes,Split,Yes,5,37.643762,-116.755829,Crest,8.14
3555,"6560 Parker Camp, Jeannestad, GU 91207","6560 Parker Camp, Jeannestad, GU 91207",Dallas,Minimal Flood,6560 Parker Camp,Jeannestad,GU,91207,SFR,Near,,1.44,1180,Yes,,Yes,Well,City,1972,2241,5654,Street,2,3,,,,2,36.134833,-115.039019,Creek,8.42
3556,"56571 Oliver Courts, Allenport, NC 69602","56571 Oliver Courts, Allenport, NC 69602",Dallas,Flood Zone,56571 Oliver Courts,Allenport,NC,69602,Townhouse,,Near,3.08,282,Yes,Yes,Yes,City,Septic,1998,3358,5085,Garage,2,3,Yes,Ranch,Yes,5,37.837163,-78.9096,Mill,4.23
3557,"1219 Cheryl Square, Port John, IA 94897","1219 Cheryl Square, Port John, IA 94897",Atlanta,Minimal Flood,1219 Cheryl Square,Port John,IA,94897,Single Family Home,Near,,2.95,1583,No,,,City,Septic,1984,893,8260,Garage,3,4,No,Split,,3,40.164456,-107.429312,Circle,3.46
3558,"7466 Adams Lock Apt. 247, West Kimberly, OH 98271","7466 Adams Lock Apt. 247, West Kimberly, OH 98271",Florida,,7466 Adams Lock Apt. 247,West Kimberly,OH,98271,Condo,Near,,3.37,1392,Yes,Yes,No,City,,1961,738,8304,,1,4,,,,5,35.185843,-75.906986,Row,5.61
3559,"420 Raymond Pike, Jeffreyhaven, KY 25841","420 Raymond Pike, Jeffreyhaven, KY 25841",Dallas,Flood Zone,420 Raymond Pike,Jeffreyhaven,KY,25841,Single Family Home,,Far,1.0,1702,Yes,,No,City,City,1960,2298,6808,Street,4,2,No,Colonial,Yes,2,33.992459,-105.93662,Drive,3.08
3560,"53609 Joseph Streets Suite 191, West Charlesport, ID 45674","53609 Joseph Streets Suite 191, West Charlesport, ID 45674",Atlanta,Flood Zone,53609 Joseph Streets Suite 191,West Charlesport,ID,45674,Condo,Far,Far,1.72,1985,Yes,Yes,Yes,Well,Septic,1955,2031,4716,Driveway,1,3,No,Split,No,3,37.192744,-114.257134,Via,9.93
3561,"67571 Hughes Green, Coreyview, SD 71866","67571 Hughes Green, Coreyview, SD 71866",Florida,,67571 Hughes Green,Coreyview,SD,71866,Duplex,,Near,3.0,883,,Yes,,Well,City,1964,1936,9592,Garage,3,4,,Ranch,No,4,36.007582,-109.840447,Meadows,6.0
3562,"611 John Trace Suite 078, West Shawnshire, DC 52924","611 John Trace Suite 078, West Shawnshire, DC 52924",Chicgo,Flood Zone,611 John Trace Suite 078,West Shawnshire,DC,52924,Single Family Home,,Near,2.99,1858,No,Yes,Yes,Well,Septic,1959,2987,7822,,1,1,Yes,Split,Yes,5,39.621114,-102.328504,Station,5.52
3563,"80345 Dominic Prairie, Jennymouth, MT 88004","80345 Dominic Prairie, Jennymouth, MT 88004",Chicago,Flood Zone,80345 Dominic Prairie,Jennymouth,MT,88004,Condo,,,2.17,1340,Yes,Yes,,,,1954,2201,7435,,1,1,Yes,,No,3,34.167721,-82.897245,Creek,9.09
