property_id,Reviewed_Status,Most_Recent_Status,Source,Occupancy,Net_Yield,IRR,Selling_Reason,Seller_Retained_Broker,Final_Reviewer,leads_id
4665,Offered,Pending, MLS,Yes,8.94,13.87,Investor Sale,,Amit Kumar,4665
4666,Cancelled, ,M.L.S.,No,7.21,10.82,Investor Sale,Yes,Amit Kumar,4666
4667, ,Cancelled,Auction.com,No,3.74,14.63,Investor Sale,,Michael Chen,4667
4668,Offered,Always Kick, MLS,Yes,9.79,29.42,Job Transfer,Yes,Michael Chen,4668
4669,Neww,Available,Bulk,No,6.0,27.42,Downsizing,No,David Thompson,4669
4670,Offered,Cancelled,Internal,,12.38,26.79,Job Transfer,Yes,Jessica Lin,4670
4671,Offered,Cancelled,Auction.com,No,13.65,13.17,,No,Amit Kumar,4671
4672,Accepted Offer, ,Bulk,No,9.5,10.08,Investor Sale,No,Samantha Pierce,4672
4673,Accepted Offer,Kick,M.L.S.,No,10.01,9.15,,Yes,Jessica Lin,4673
4674,Reviewed, Close ,Opendoor,No,19.56,10.99,Job Transfer,No,Samantha Pierce,4674
4675,Closed,Pend,M L S,No,13.28,12.91,Investor Sale,,Luis Garcia,4675
4676,Accepted Offer,Cancelled,Broker,Yes,4.99,28.55,Investor Sale,No,Priya Sharma,4676
4677,Reviewed,Null,M.L.S.,,11.22,8.37,Job Transfer,Yes,Michael Chen,4677
4678, ,Always Kick, MLS,,3.23,11.53,Downsizing,No,Emily Patel,4678
4679,Null, Close ,Internal,,11.02,17.55,,,Amit Kumar,4679
4680,Neww,Close,Bulk,Yes,19.79,13.24,Job Transfer,Yes,Priya Sharma,4680
4681,New,Closed,M.L.S.,,13.75,27.67,Investor Sale,No,Sophia Williams,4681
4682,Cancelled,Cancelled,M.L.S.,No,13.4,9.21,Downsizing,,Emily Patel,4682
4683,New,Closed, MLS,Yes,4.83,8.83,Investor Sale,Yes,Priya Sharma,4683
4684,New,Pending,M.L.S.,,8.01,18.86,Investor Sale,Yes,Emily Patel,4684
4685, Closed,Pend,M L S,,17.43,6.24,Investor Sale,,Jason Miller,4685
4686,Accepted Offer,Pend, MLS,Yes,11.08,29.3,Investor Sale,,Jessica Lin,4686
4687,Accepted Offer,Close,M.L.S.,,11.71,9.48,Job Transfer,,Priya Sharma,4687
4688,Cancelled, Close , MLS,Yes,7.42,20.58,,No,Jason Miller,4688
4689,Null,Pend,Internal,,13.42,18.54,Investor Sale,No,David Thompson,4689
4690,Null,Always Kick, MLS,No,15.2,5.05,Investor Sale,,Emily Patel,4690
4691,Closed,Cancel,M.L.S.,No,4.74,20.55,,Yes,Priya Sharma,4691
4692,New,Cancel,M.L.S.,,13.34,8.44,Investor Sale,No,Samantha Pierce,4692
4693,Offered,Pend,M.L.S.,Yes,18.81,5.72,Downsizing,,Emily Patel,4693
4694,Offered,Cancel,Internal,Yes,6.79,11.81,Downsizing,,Jason Miller,4694
4695,Reviewed,Pending, MLS,,11.93,22.45,Downsizing,No,Samantha Pierce,4695
4696,Offered, ,Internal,Yes,14.89,13.09,Downsizing,,Jason Miller,4696
4697,Neww,Always Kick,Auction.com,,15.05,13.09,Job Transfer,Yes,Jason Miller,4697
4698,New,Close,Internal,No,11.84,21.4,Downsizing,Yes,Emily Patel,4698
4699,Accepted Offer,Available,Internal,,16.36,25.62,Job Transfer,,Jessica Lin,4699
4700,Cancelled,Kick,Broker,,8.38,27.99,Investor Sale,,Michael Chen,4700
4701,New,Closed,Auction.com,Yes,9.19,21.81,Job Transfer,No,Samantha Pierce,4701
4702, Closed,Always Kick,Opendoor,,12.48,17.4,,No,Priya Sharma,4702
4703,New,Pend, MLS,Yes,3.44,14.71,,No,Amit Kumar,4703
4704,New,Null,Broker,Yes,17.34,14.56,,,Sophia Williams,4704
4705,Reviewed,Kick,M L S,No,17.67,6.07,,Yes,Emily Patel,4705
4706,Cancelled, Close ,Bulk,Yes,4.12,16.12,Job Transfer,Yes,Priya Sharma,4706
4707,Reviewed, Close ,Auction.com,,15.3,17.04,Downsizing,Yes,Luis Garcia,4707
4708,New,Cancel,Auction.com,No,19.82,23.38,,,Priya Sharma,4708
4709,Accepted Offer,Available,Broker,No,14.29,16.61,Investor Sale,Yes,David Thompson,4709
4710,Accepted Offer,Kick,M.L.S.,No,16.99,23.42,Job Transfer,,Amit Kumar,4710
4711,Closed, Close ,Bulk,,17.0,15.6,,,Priya Sharma,4711
4712,Neww,Pending, MLS,Yes,9.7,12.78,Downsizing,Yes,David Thompson,4712
4713,Null,Always Kick,Opendoor,,17.25,29.76,,Yes,Samantha Pierce,4713
4714,Closed,Close,M L S,Yes,14.36,18.52,Downsizing,No,Priya Sharma,4714
4715, Closed,Closed,M L S,Yes,7.89,21.18,Job Transfer,,Priya Sharma,4715
4716,Cancelled,Cancelled,Auction.com,Yes,16.89,29.08,Job Transfer,No,Sophia Williams,4716
4717,Accepted Offer,Null,Auction.com,Yes,14.07,19.21,,No,Priya Sharma,4717
4718,Null,Kick, MLS,No,13.37,9.58,Job Transfer,,Sophia Williams,4718
4719,New,Null,Opendoor,No,3.36,25.62,Job Transfer,No,Samantha Pierce,4719
4720,Accepted Offer,Cancelled,Bulk,,10.82,11.97,Downsizing,No,Emily Patel,4720
4721,Reviewed,Close,Bulk,Yes,2.81,28.3,Downsizing,,Samantha Pierce,4721
4722, Closed,Cancelled,M L S,Yes,11.74,26.97,Investor Sale,No,Jason Miller,4722
4723,Closed, Close ,M L S,No,10.8,25.16,Job Transfer,No,Luis Garcia,4723
4724,Accepted Offer,Pend,Internal,Yes,4.02,12.74,Downsizing,No,Priya Sharma,4724
4725,Reviewed,Cancelled,Opendoor,No,2.64,8.7,Investor Sale,No,David Thompson,4725
4726, Closed,Available,Bulk,Yes,17.87,25.94,,Yes,Emily Patel,4726
4727, ,Pend,M.L.S.,No,16.75,19.28,,No,Samantha Pierce,4727
4728,Closed, Close ,Opendoor,Yes,16.62,18.95,Investor Sale,Yes,Emily Patel,4728
4729,Null,Cancelled,Opendoor,Yes,12.12,14.86,Downsizing,,Jessica Lin,4729
4730,Neww,Null,Auction.com,Yes,4.3,21.95,Investor Sale,No,Sophia Williams,4730
4731,Null,Cancelled,M L S,No,18.39,13.32,Downsizing,Yes,Emily Patel,4731
4732, Closed,Closed, MLS,,15.74,21.31,Job Transfer,,Priya Sharma,4732
4733,Accepted Offer,Pend,Internal,,9.09,25.78,Investor Sale,,Samantha Pierce,4733
4734,Reviewed,Kick,M L S,No,18.56,23.94,,Yes,Jessica Lin,4734
4735,Accepted Offer,Cancel,Opendoor,,18.26,16.75,,,Sophia Williams,4735
4736, Closed,Null,M.L.S.,,5.43,7.19,,Yes,Luis Garcia,4736
4737,Accepted Offer,Cancelled,Internal,,5.76,25.64,Downsizing,,Emily Patel,4737
4738,Neww,Cancel,Auction.com,,11.67,13.85,Investor Sale,No,Sophia Williams,4738
4739,Reviewed,Cancelled,M L S,No,18.23,13.41,,,Samantha Pierce,4739
4740,Accepted Offer,Closed,Broker,,9.52,16.49,Downsizing,,Michael Chen,4740
4741,Neww,Cancelled,Internal,No,13.73,5.72,Job Transfer,,Jason Miller,4741
4742, Closed,Pend,M L S,,3.39,15.88,,Yes,Emily Patel,4742
4743,Null,Always Kick,Internal,,6.79,5.86,,No,Jason Miller,4743
4744,Neww, Close ,Internal,,5.04,14.04,Job Transfer,No,Samantha Pierce,4744
4745,Closed,Always Kick,Broker,Yes,19.33,5.68,Investor Sale,Yes,Luis Garcia,4745
4746,Cancelled,Null,M L S,Yes,8.97,27.57,,No,Luis Garcia,4746
4747, Closed,Cancelled,Opendoor,Yes,13.17,26.92,Downsizing,Yes,Emily Patel,4747
4748,Offered,Available, MLS,,12.61,12.93,,Yes,Jessica Lin,4748
4749,Null, ,Auction.com,Yes,12.18,25.45,Job Transfer,Yes,Amit Kumar,4749
4750, ,Pending,M L S,,10.04,7.3,Investor Sale,No,Amit Kumar,4750
4751, ,Always Kick,Bulk,No,13.37,20.84,Job Transfer,,Luis Garcia,4751
4752,Accepted Offer, Close ,Broker,,13.59,6.86,,No,Emily Patel,4752
4753,Closed,Always Kick,Auction.com,,10.22,20.54,,,Michael Chen,4753
4754,Offered,Cancelled,Opendoor,No,17.24,13.09,Job Transfer,,Samantha Pierce,4754
4755,Reviewed,Null,M.L.S.,No,2.72,8.49,Job Transfer,Yes,Luis Garcia,4755
4756,Offered, Close ,Opendoor,Yes,14.29,22.78,Downsizing,Yes,Jason Miller,4756
4757,Closed,Available,Opendoor,,2.74,29.33,,Yes,Jessica Lin,4757
4758,Null,Closed, MLS,No,19.77,22.54,,No,Amit Kumar,4758
4759,Closed,Available,M.L.S.,Yes,4.71,13.37,Investor Sale,Yes,Amit Kumar,4759
4760,Accepted Offer,Always Kick, MLS,Yes,12.85,12.67,Job Transfer,No,David Thompson,4760
4761,Neww, ,Bulk,,15.27,21.93,Job Transfer,Yes,Amit Kumar,4761
4762,Closed,Cancelled, MLS,,19.86,10.13,Downsizing,Yes,Jessica Lin,4762
4763, Closed,Null, MLS,Yes,3.03,7.65,Downsizing,Yes,Michael Chen,4763
4764,Reviewed,Always Kick,M.L.S.,No,10.67,17.95,Investor Sale,Yes,Priya Sharma,4764
4765,Cancelled,Cancel,Bulk,No,3.87,18.62,Downsizing,,Priya Sharma,4765
4766, Closed,Always Kick, MLS,No,14.83,26.98,Investor Sale,No,David Thompson,4766
4767,Offered,Close,Opendoor,Yes,9.01,26.29,Downsizing,Yes,Amit Kumar,4767
4768,Null,Close,Opendoor,Yes,13.51,25.12,Investor Sale,Yes,Amit Kumar,4768
4769,Accepted Offer,Cancel,M L S,Yes,5.01,20.54,,Yes,Amit Kumar,4769
4770,Null, ,Bulk,No,7.39,18.45,Investor Sale,Yes,Jessica Lin,4770
4771,Cancelled,Kick,M.L.S.,No,14.93,22.76,Investor Sale,Yes,David Thompson,4771
4772,Null,Kick,M.L.S.,Yes,17.32,24.52,,,Jason Miller,4772
4773, ,Close,Broker,Yes,4.36,27.87,Job Transfer,Yes,Michael Chen,4773
4774,Closed, ,M.L.S.,Yes,2.37,10.55,Job Transfer,Yes,Jessica Lin,4774
4775,Null, Close ,Bulk,No,11.37,18.59,Investor Sale,Yes,Amit Kumar,4775
4776,Offered,Pending,Broker,Yes,4.09,11.77,Downsizing,Yes,Priya Sharma,4776
4777,Closed, Close , MLS,No,3.2,12.56,Job Transfer,No,Amit Kumar,4777
4778, ,Kick,M.L.S.,No,13.8,15.2,,,Jessica Lin,4778
4779,Reviewed,Cancel,Auction.com,,15.43,15.88,Job Transfer,No,Sophia Williams,4779
4780,Offered,Available,Opendoor,,8.45,20.03,Downsizing,Yes,Luis Garcia,4780
4781, Closed,Pend,Auction.com,Yes,14.43,21.16,Investor Sale,,Jessica Lin,4781
4782, ,Close,Auction.com,Yes,11.31,8.99,Investor Sale,Yes,Sophia Williams,4782
4783, ,Pend,M L S,No,6.99,28.48,Investor Sale,No,Emily Patel,4783
4784,Reviewed,Pend,Bulk,No,10.37,28.5,,No,Jason Miller,4784
4785,Closed,Closed,Opendoor,,10.14,16.21,Downsizing,,Jason Miller,4785
4786,Closed,Pending,Auction.com,,14.25,12.08,,,Jason Miller,4786
4787,Offered,Close,Opendoor,No,16.04,17.09,Downsizing,No,Luis Garcia,4787
4788, ,Null,M.L.S.,Yes,6.55,8.61,Investor Sale,,Jessica Lin,4788
4789, ,Pend,Bulk,Yes,15.36,22.6,Investor Sale,Yes,Sophia Williams,4789
4790, Closed,Cancelled,Opendoor,No,8.9,11.38,Job Transfer,Yes,Samantha Pierce,4790
4791,Offered,Pending,M L S,Yes,7.79,9.98,Downsizing,Yes,Priya Sharma,4791
4792,Cancelled,Closed,Broker,Yes,2.35,5.41,,Yes,Luis Garcia,4792
4793, ,Kick,M L S,No,13.37,17.09,Downsizing,,Luis Garcia,4793
4794, ,Pending,Bulk,No,16.33,11.75,Job Transfer,,Samantha Pierce,4794
4795,Offered,Pending,Bulk,Yes,16.08,25.72,Downsizing,No,Michael Chen,4795
4796, , Close ,Broker,Yes,18.17,13.08,,Yes,Priya Sharma,4796
4797,Reviewed, ,Auction.com,No,9.51,7.85,,,Michael Chen,4797
4798,New,Pend,M.L.S.,Yes,15.11,21.65,Job Transfer,No,Luis Garcia,4798
4799, Closed,Pend,M L S,Yes,8.58,7.18,Job Transfer,No,Sophia Williams,4799
4800,Accepted Offer,Null,Opendoor,No,18.54,16.16,,,Samantha Pierce,4800
4801,Cancelled,Kick,Broker,Yes,19.63,21.46,Investor Sale,Yes,Jason Miller,4801
4802, ,Null,Bulk,No,15.78,6.15,Investor Sale,No,Priya Sharma,4802
4803,Reviewed,Cancel,M.L.S.,,5.77,16.27,Downsizing,No,Luis Garcia,4803
4804,Null,Null,M L S,,2.35,15.95,Job Transfer,,Jessica Lin,4804
4805,Closed, Close ,Broker,No,12.89,25.49,Downsizing,,Jason Miller,4805
4806,Null,Close,Broker,,15.21,19.26,Downsizing,,Luis Garcia,4806
4807, ,Pending,Broker,,17.8,13.37,Job Transfer,No,Amit Kumar,4807
4808,New,Available,M.L.S.,Yes,5.21,13.83,Investor Sale,No,Amit Kumar,4808
4809, Closed,Cancel,Bulk,No,15.23,14.63,,Yes,Amit Kumar,4809
4810,Cancelled,Available,Auction.com,Yes,16.79,20.22,Downsizing,No,Jessica Lin,4810
4811,Accepted Offer, Close ,Auction.com,Yes,7.3,25.3,Investor Sale,,Emily Patel,4811
4812,Reviewed,Always Kick,Bulk,,7.65,24.77,Investor Sale,No,David Thompson,4812
4813,Reviewed,Cancel, MLS,,12.38,11.97,Job Transfer,Yes,Amit Kumar,4813
4814,Offered,Kick,Bulk,,3.12,10.12,Downsizing,No,Luis Garcia,4814
4815,Null,Pending,Opendoor,Yes,12.58,26.19,Downsizing,No,Michael Chen,4815
4816,Accepted Offer, Close ,Internal,Yes,11.11,5.64,,,Samantha Pierce,4816
4817, ,Pending,Internal,Yes,13.42,11.72,Job Transfer,No,Jessica Lin,4817
4818,Reviewed,Closed,M L S,,13.25,10.49,,No,Emily Patel,4818
4819,Offered, ,Internal,No,8.83,15.04,,No,Michael Chen,4819
4820,Cancelled,Closed,Bulk,No,8.13,9.97,Job Transfer,No,Michael Chen,4820
4821,New,Cancelled,Auction.com,No,13.12,29.49,Job Transfer,Yes,Sophia Williams,4821
4822,Neww,Closed, MLS,,19.73,9.95,Downsizing,,Emily Patel,4822
4823,New, ,Bulk,Yes,14.17,10.78,,No,Samantha Pierce,4823
4824,Accepted Offer, Close ,Opendoor,,10.2,24.34,Investor Sale,,David Thompson,4824
4825,Neww, ,M.L.S.,,12.39,6.15,Investor Sale,,Amit Kumar,4825
4826,Cancelled,Closed, MLS,,10.6,8.89,Job Transfer,No,David Thompson,4826
4827, Closed,Pending, MLS,No,3.08,5.16,Downsizing,,David Thompson,4827
4828,Neww,Always Kick,Opendoor,,2.14,9.58,Investor Sale,Yes,Jason Miller,4828
4829,Null,Pend,Auction.com,Yes,14.6,22.38,Downsizing,No,Priya Sharma,4829
4830,Accepted Offer,Pending,M L S,No,16.01,24.5,Downsizing,No,Sophia Williams,4830
4831,Accepted Offer,Pend, MLS,Yes,16.76,19.51,Job Transfer,No,Michael Chen,4831
4832, Closed, Close ,Bulk,Yes,14.89,11.13,Investor Sale,No,Jason Miller,4832
4833,Cancelled,Kick,M L S,No,12.61,23.05,Downsizing,No,Jason Miller,4833
4834,Closed,Close,Auction.com,Yes,10.63,20.37,,,Jessica Lin,4834
4835,Null,Available,Broker,,16.41,5.01,,Yes,Luis Garcia,4835
4836,Closed,Closed,M L S,No,5.34,15.19,Investor Sale,,Jason Miller,4836
4837,Offered,Null,Bulk,No,2.11,15.6,,Yes,Michael Chen,4837
4838, Closed, Close ,Bulk,,16.68,5.03,,No,Michael Chen,4838
4839,Offered,Closed,Opendoor,,11.2,14.91,Job Transfer,No,Luis Garcia,4839
4840,Null,Pend,Opendoor,,10.63,26.15,,,Emily Patel,4840
4841,Null,Pend,Internal,No,4.28,7.14,Downsizing,,Luis Garcia,4841
4842,Null,Always Kick,Internal,No,15.66,26.93,Investor Sale,Yes,David Thompson,4842
4843, ,Available,Internal,Yes,7.82,25.32,Investor Sale,,Amit Kumar,4843
4844,Closed,Close,Auction.com,Yes,18.89,8.48,Investor Sale,No,Sophia Williams,4844
4845, Closed,Available,Opendoor,No,9.92,27.82,Job Transfer,No,Jessica Lin,4845
4846,New,Cancelled,M.L.S.,,6.91,28.36,Investor Sale,No,Jason Miller,4846
4847,Offered,Kick, MLS,,17.64,18.87,Downsizing,,Luis Garcia,4847
4848,Closed, ,M.L.S.,No,2.51,8.71,Job Transfer,No,David Thompson,4848
4849,Accepted Offer, Close ,Bulk,No,7.63,5.76,Investor Sale,Yes,Emily Patel,4849
4850, ,Available,M.L.S.,,19.24,11.2,Job Transfer,No,Michael Chen,4850
4851,Offered, ,Broker,Yes,17.48,11.07,Investor Sale,Yes,Sophia Williams,4851
4852,Cancelled,Available,M.L.S.,,4.84,29.8,Investor Sale,No,David Thompson,4852
4853,Cancelled,Cancelled,Opendoor,No,19.09,24.25,,No,Michael Chen,4853
4854,New,Cancelled,Bulk,Yes,19.45,14.03,,No,Sophia Williams,4854
4855,Accepted Offer,Null,M L S,Yes,4.65,8.23,Downsizing,,Jessica Lin,4855
4856, Closed,Pending,M.L.S.,Yes,18.69,25.12,,,Jason Miller,4856
4857,Cancelled,Null,Opendoor,No,14.65,6.24,,Yes,Priya Sharma,4857
4858,Neww, Close ,Auction.com,Yes,16.18,18.85,Investor Sale,,Sophia Williams,4858
4859,Reviewed,Always Kick,Auction.com,Yes,7.82,10.8,,,Amit Kumar,4859
4860,Reviewed,Cancel,Bulk,Yes,15.07,25.76,Job Transfer,Yes,Jason Miller,4860
4861,Neww, ,Auction.com,No,9.41,6.63,,Yes,Samantha Pierce,4861
4862, Closed,Cancel,Broker,,10.59,5.89,,,Jessica Lin,4862
4863,Accepted Offer,Close,Auction.com,Yes,17.88,16.62,Job Transfer,,Michael Chen,4863
4864,Null,Null,M.L.S.,Yes,10.54,27.19,Job Transfer,Yes,Jessica Lin,4864
4865,New,Always Kick,Bulk,,3.51,7.93,Investor Sale,No,Jessica Lin,4865
4866,Reviewed,Null,Internal,Yes,10.55,11.76,Job Transfer,Yes,Jessica Lin,4866
4867,Accepted Offer,Always Kick, MLS,Yes,6.11,20.45,Downsizing,,Priya Sharma,4867
4868,New,Always Kick,Broker,,9.68,5.32,Investor Sale,No,Samantha Pierce,4868
4869,New,Pend,M.L.S.,Yes,11.49,19.16,,Yes,Amit Kumar,4869
4870,Offered,Closed,Broker,Yes,12.34,15.19,,,Emily Patel,4870
4871, Closed, ,M L S,,2.49,5.59,Downsizing,Yes,Jason Miller,4871
4872,Neww,Pending,Auction.com,,2.22,17.14,Job Transfer,Yes,Jason Miller,4872
4873,Cancelled,Kick,Internal,Yes,3.21,22.55,Investor Sale,,Samantha Pierce,4873
4874,Reviewed,Pending,Auction.com,,18.87,16.77,Job Transfer,,Samantha Pierce,4874
4875,Reviewed,Close,Internal,Yes,19.45,29.61,Downsizing,Yes,Priya Sharma,4875
4876,Neww,Null, MLS,Yes,13.54,16.13,,No,Michael Chen,4876
4877,New,Close,Opendoor,Yes,2.49,17.08,,No,Sophia Williams,4877
4878,Cancelled,Always Kick, MLS,Yes,16.42,19.38,Job Transfer,No,Priya Sharma,4878
4879,Accepted Offer,Cancelled,M.L.S.,,18.22,11.9,,No,Michael Chen,4879
4880,Cancelled,Null,Broker,No,18.43,10.82,,,David Thompson,4880
4881,Neww,Closed, MLS,Yes,18.8,17.09,,No,Sophia Williams,4881
4882,Offered,Pending,Internal,No,15.86,26.38,,Yes,Sophia Williams,4882
4883,Offered,Pending,M L S,No,11.16,23.86,Downsizing,Yes,Jessica Lin,4883
4884,Offered,Available, MLS,No,4.09,25.79,Investor Sale,No,Amit Kumar,4884
4885,Cancelled,Cancel,Broker,Yes,5.18,6.88,Investor Sale,Yes,Samantha Pierce,4885
4886, Closed,Null,Opendoor,No,19.74,12.4,Investor Sale,,Michael Chen,4886
4887,New,Available, MLS,,11.26,9.54,Job Transfer,Yes,Priya Sharma,4887
4888,Accepted Offer,Close,M L S,Yes,8.73,18.26,Investor Sale,,Emily Patel,4888
4889, Closed,Always Kick,Bulk,No,5.42,18.79,Downsizing,Yes,Amit Kumar,4889
4890,New,Kick, MLS,No,17.61,15.59,Investor Sale,,Priya Sharma,4890
4891,New, Close ,M.L.S.,No,2.98,14.37,Investor Sale,Yes,Jason Miller,4891
4892,New, Close ,Bulk,No,3.07,28.52,Investor Sale,Yes,Sophia Williams,4892
4893,Closed,Pending,M L S,Yes,13.34,8.36,,Yes,Sophia Williams,4893
4894,Neww,Cancel,Auction.com,Yes,12.83,21.83,Job Transfer,,Michael Chen,4894
4895,Reviewed,Close,M.L.S.,Yes,5.29,8.57,Investor Sale,No,Priya Sharma,4895
4896,Neww,Close,M.L.S.,,3.85,27.06,Job Transfer,No,Sophia Williams,4896
4897,Accepted Offer,Cancelled,Broker,Yes,6.78,20.42,Downsizing,Yes,Emily Patel,4897
4898,Neww,Pend, MLS,,6.14,17.26,Investor Sale,Yes,Samantha Pierce,4898
4899,Closed,Always Kick,Internal,No,3.24,24.47,,Yes,Jessica Lin,4899
4900,Cancelled,Always Kick,Bulk,No,11.63,26.55,Downsizing,Yes,Jessica Lin,4900
4901,Cancelled, Close ,Broker,Yes,10.85,6.82,Downsizing,,Michael Chen,4901
4902,Closed,Null,M L S,,2.22,18.45,Downsizing,,Priya Sharma,4902
4903,Offered,Always Kick,Opendoor,,10.71,19.77,Job Transfer,No,Emily Patel,4903
4904, Closed,Cancel,M L S,,3.43,27.64,Job Transfer,Yes,David Thompson,4904
4905,Closed,Kick,Bulk,Yes,18.62,13.32,Downsizing,Yes,Sophia Williams,4905
4906,Accepted Offer,Null,M.L.S.,Yes,11.15,15.29,Investor Sale,No,Samantha Pierce,4906
4907,Accepted Offer, ,Broker,Yes,14.55,29.95,Job Transfer,Yes,Emily Patel,4907
4908, ,Close,M.L.S.,,15.03,22.45,,,Sophia Williams,4908
4909,Reviewed,Pend,Broker,,4.09,12.48,Job Transfer,Yes,Jessica Lin,4909
4910,Closed,Closed,M.L.S.,,13.52,20.59,Downsizing,Yes,Jessica Lin,4910
4911,Neww,Pending,M L S,,3.23,27.0,Downsizing,,Samantha Pierce,4911
4912, ,Always Kick,Opendoor,Yes,12.36,17.22,Downsizing,,David Thompson,4912
4913, ,Cancel,M.L.S.,Yes,18.88,20.69,,No,Emily Patel,4913
4914,New,Cancelled,Broker,Yes,17.71,27.01,Investor Sale,Yes,Michael Chen,4914
4915, ,Cancel,M.L.S.,Yes,2.19,9.86,Investor Sale,Yes,Samantha Pierce,4915
4916,Accepted Offer,Always Kick,Internal,,6.64,17.95,Investor Sale,Yes,Amit Kumar,4916
4917,Reviewed,Null,M L S,Yes,10.71,5.44,,,Sophia Williams,4917
4918,Neww,Pending,Internal,No,20.0,26.11,,No,Amit Kumar,4918
4919,Offered, ,M.L.S.,,16.06,11.67,,No,Amit Kumar,4919
4920,Offered,Kick,Opendoor,No,19.41,15.8,,,Jason Miller,4920
4921,Reviewed, ,Broker,No,6.95,21.73,Downsizing,Yes,David Thompson,4921
4922,Reviewed,Always Kick,Bulk,,3.28,17.08,Investor Sale,No,Luis Garcia,4922
4923,Null,Cancelled, MLS,No,14.67,23.23,Downsizing,No,Jason Miller,4923
4924,Closed,Closed,Broker,,3.19,6.97,Investor Sale,No,Amit Kumar,4924
4925,New,Pend,Broker,,9.02,12.02,Downsizing,,Amit Kumar,4925
4926, ,Cancelled, MLS,Yes,3.51,12.41,Downsizing,Yes,Amit Kumar,4926
4927,Cancelled,Kick,Auction.com,,8.44,12.07,Job Transfer,No,Samantha Pierce,4927
4928,New,Pend,Internal,Yes,3.59,25.56,,,Michael Chen,4928
4929,Closed,Cancel,Bulk,Yes,12.41,5.49,Downsizing,Yes,Jessica Lin,4929
4930,New,Null,Broker,Yes,5.78,8.56,Downsizing,No,Samantha Pierce,4930
4931, Closed,Closed,M.L.S.,No,6.16,20.18,Downsizing,Yes,David Thompson,4931
4932,Null,Available,M.L.S.,,5.59,6.31,Downsizing,Yes,Michael Chen,4932
4933, ,Pend, MLS,No,7.38,15.83,,,Michael Chen,4933
4934,Cancelled, Close ,Broker,No,12.67,6.47,Downsizing,No,Michael Chen,4934
4935,New, Close ,Bulk,,16.44,27.8,Downsizing,No,Amit Kumar,4935
4936,New, Close ,M L S,No,16.8,7.79,Investor Sale,,Amit Kumar,4936
4937, ,Closed,M.L.S.,Yes,18.46,22.49,Investor Sale,Yes,Luis Garcia,4937
4938,Closed,Pend,M L S,Yes,18.56,22.13,,Yes,Luis Garcia,4938
4939,Null,Null, MLS,No,18.92,6.03,Investor Sale,Yes,Jessica Lin,4939
4940,Neww,Pend,Auction.com,No,3.3,21.11,,,Amit Kumar,4940
4941,New,Pending,Broker,Yes,5.59,27.48,Downsizing,,Priya Sharma,4941
4942, Closed, Close ,Broker,Yes,2.69,28.67,Investor Sale,No,Jason Miller,4942
4943,Null, Close ,Internal,No,19.07,21.92,Job Transfer,,Priya Sharma,4943
4944, Closed,Always Kick,Broker,,18.62,27.23,,No,Sophia Williams,4944
4945, Closed, Close ,Opendoor,Yes,7.51,24.37,Downsizing,,Luis Garcia,4945
4946, Closed,Close,Internal,Yes,10.2,18.47,Job Transfer,Yes,Amit Kumar,4946
4947,Accepted Offer, ,M L S,,10.77,15.79,Downsizing,,Luis Garcia,4947
4948, Closed, ,Broker,,6.42,27.26,Investor Sale,Yes,Sophia Williams,4948
4949,Cancelled,Kick,Internal,No,12.06,19.63,Downsizing,Yes,Jason Miller,4949
4950,Offered, ,Auction.com,No,17.19,15.99,,No,Samantha Pierce,4950
4951, Closed,Cancel,Bulk,Yes,19.4,14.87,Job Transfer,,Amit Kumar,4951
4952, Closed,Null,Bulk,Yes,9.06,20.98,,Yes,Priya Sharma,4952
4953, Closed,Always Kick, MLS,No,18.05,11.14,,,Jason Miller,4953
4954,Offered,Pending,Broker,Yes,15.44,18.74,Downsizing,No,Sophia Williams,4954
4955,New,Pend,M L S,,7.35,20.07,Downsizing,Yes,Jessica Lin,4955
4956, ,Cancel,Bulk,,15.1,21.89,,Yes,Emily Patel,4956
4957,Reviewed,Pending,Internal,No,16.39,21.08,Investor Sale,Yes,Amit Kumar,4957
4958,Neww,Cancelled,Bulk,No,7.32,9.62,,Yes,David Thompson,4958
4959,Neww,Cancel,M L S,No,14.04,17.7,Downsizing,No,Amit Kumar,4959
4960,Offered, Close ,Auction.com,Yes,13.5,16.38,Investor Sale,Yes,Michael Chen,4960
4961,Cancelled,Pend,M L S,Yes,4.97,28.62,,No,Jessica Lin,4961
4962,Offered,Pending,Opendoor,Yes,17.57,16.45,Downsizing,No,Amit Kumar,4962
4963,Null,Close,Auction.com,,9.59,7.37,Job Transfer,Yes,Sophia Williams,4963
4964,Offered,Cancelled,Opendoor,No,5.38,16.48,Investor Sale,,Sophia Williams,4964
4965,Closed,Closed,Broker,No,18.11,18.27,Downsizing,,Samantha Pierce,4965
4966, Closed, Close ,Internal,,14.56,26.54,,,Emily Patel,4966
4967,Offered,Cancel, MLS,No,12.98,25.24,,No,Jessica Lin,4967
4968,Offered,Null,Broker,No,12.46,29.77,Job Transfer,No,Amit Kumar,4968
4969,Neww,Close,Bulk,Yes,19.75,16.09,Investor Sale,Yes,Amit Kumar,4969
4970, , Close ,Auction.com,No,10.83,9.06,Job Transfer,Yes,Emily Patel,4970
4971,Reviewed,Close,M L S,Yes,6.35,10.09,Downsizing,,Samantha Pierce,4971
4972,New,Pend,Internal,,5.87,12.31,,,Priya Sharma,4972
