valuation_id,property_id,List_Price,Previous_Rent,ARV,Rent_Zestimate,Low_FMR,Redfin_Value,Zestimate,Expected_Rent,High_FMR
10025,4092,427574,,451370.0,,,,,,2135.0
10026,4092,451652,,143197.0,3737.0,,513780.0,,,4759.0
10027,4092,455413,,,1676.0,,512663.0,,,
10028,4092,201230,1769.0,337963.0,,1319.0,,,,2693.0
10029,4092,406895,,526439.0,3024.0,855.0,,,,4542.0
10030,4093,313740,2465.0,95843.0,,1407.0,,377218.0,,
10031,4093,159225,,151865.0,3972.0,,,,,1460.0
10032,4094,154340,,143698.0,,,,,2429.0,
10033,4094,202990,,121414.0,,,,,,
10034,4094,426824,939.0,,,1525.0,,,,1412.0
10035,4095,320913,,,,,,477783.0,,
10036,4095,99394,2528.0,,,,,,1393.0,4377.0
10037,4095,107154,2761.0,432237.0,,,,,1191.0,
10038,4095,449761,,,3582.0,,164877.0,,,
10039,4095,495376,1589.0,,1282.0,,209982.0,,,
10040,4097,141879,1728.0,358017.0,,,,536358.0,3221.0,
10041,4097,234243,1126.0,411953.0,,1386.0,337623.0,,,
10042,4098,147310,,231098.0,3881.0,1083.0,567525.0,,,
10043,4098,429147,,,,,512860.0,377439.0,,5041.0
10044,4098,236070,,,,,,226365.0,2664.0,
10045,4098,205838,2340.0,,,,100933.0,,,
10046,4098,352218,,107361.0,,,,,2586.0,
10047,4099,234033,,200352.0,,,123936.0,,,2544.0
10048,4100,242483,,,1441.0,,506368.0,106215.0,1015.0,
10049,4100,342155,2963.0,,,,,,1345.0,
10050,4100,136110,,,,,292361.0,498288.0,,4406.0
10051,4100,454402,,,1548.0,1697.0,,176314.0,,
10052,4100,175009,,,,,155794.0,,3270.0,
10053,4101,334395,,,3771.0,,179234.0,,1490.0,
10054,4101,274257,2912.0,,3317.0,1157.0,,,1763.0,4815.0
10055,4101,235144,,,,1077.0,,,,2245.0
10056,4102,273943,,,,821.0,,,,1646.0
10057,4102,443047,1674.0,,2603.0,,,,,1273.0
10058,4102,226089,1421.0,,,1155.0,,489553.0,,
10059,4102,225343,,,,,,,,3248.0
10060,4103,272501,,,,,400032.0,,,
10061,4103,339337,1124.0,179944.0,2478.0,,,310626.0,1136.0,3060.0
10062,4103,315723,,599330.0,,,,,,4033.0
10063,4103,452798,,366020.0,,1233.0,,,,
10064,4103,474806,886.0,,,1515.0,196683.0,,,3387.0
10065,4104,385450,,571643.0,,,,,1090.0,
10066,4104,263697,2696.0,,,,,,3452.0,
10067,4107,164032,,287724.0,1161.0,1312.0,,309206.0,1006.0,1642.0
10068,4107,445369,2382.0,357221.0,3889.0,,,,,
10069,4107,231620,,336176.0,,974.0,,,1562.0,
10070,4107,448542,,,1290.0,1867.0,312134.0,544595.0,,4808.0
10071,4107,183745,,447257.0,,,252450.0,,,
10072,4108,491989,,,,,,,2902.0,
10073,4109,187157,,,,,323049.0,276585.0,,3920.0
10074,4109,330448,,,,,229050.0,388624.0,,
10075,4110,448457,,,1708.0,,146144.0,184193.0,,
10076,4112,117820,2030.0,520957.0,,,307514.0,,,3264.0
10077,4112,252128,,,,1613.0,,176285.0,1897.0,
10078,4114,213869,,570506.0,811.0,981.0,,382912.0,1461.0,
10079,4114,464922,,,,1930.0,,,,
10080,4115,371601,,141762.0,,,164288.0,483752.0,,1497.0
10081,4115,449276,,166140.0,,,203039.0,,,3458.0
10082,4115,199183,,,3613.0,1730.0,,538875.0,1161.0,4680.0
10083,4115,221330,,,1905.0,,251654.0,204162.0,,2891.0
10084,4117,347882,,,,,526939.0,,,
10085,4117,345024,,,1224.0,1961.0,275614.0,384252.0,,4876.0
10086,4117,353366,,,2439.0,,346777.0,168094.0,,
10087,4117,467720,,362813.0,,,231675.0,437669.0,2465.0,1154.0
10088,4117,481064,,,861.0,1553.0,521241.0,370568.0,,
10089,4118,100291,2471.0,,1924.0,1721.0,,,,
10090,4118,357001,,,1521.0,,,,1056.0,2306.0
10091,4119,463895,3206.0,,2795.0,1242.0,,,980.0,
10092,4119,424238,1226.0,96152.0,,1894.0,164592.0,,,
10093,4120,334315,3388.0,285765.0,,889.0,106471.0,228860.0,,
10094,4120,459199,2869.0,223624.0,,,,,,2613.0
10095,4121,196891,1538.0,,,1581.0,388311.0,,2380.0,
10096,4121,109404,2271.0,304402.0,2837.0,1831.0,,,,
10097,4122,196445,2967.0,585768.0,,,,292542.0,1164.0,5327.0
10098,4122,111176,,,,,,,,5373.0
10099,4122,495595,,,,,,,,3867.0
10100,4123,290774,1386.0,,1983.0,,147501.0,,,
10101,4123,323405,3278.0,249660.0,1262.0,,,,2747.0,2932.0
10102,4124,139313,2839.0,569078.0,2088.0,1632.0,105191.0,539517.0,,
10103,4124,415399,3396.0,,2512.0,1948.0,,472275.0,3227.0,
10104,4124,415396,,,2622.0,,544227.0,336760.0,,
10105,4124,374886,1597.0,,3342.0,750.0,,108732.0,,3921.0
10106,4124,339769,,,2010.0,,,,3235.0,
10107,4125,223497,2500.0,416061.0,,,,,,3489.0
10108,4125,417458,,,1494.0,,372811.0,,,
10109,4125,217799,,,,,114117.0,,,
10110,4126,462438,,332423.0,,756.0,,340028.0,2782.0,
10111,4126,360569,,,3439.0,,,283819.0,,
10112,4126,309761,,478288.0,,1667.0,,,,
10113,4126,170470,,138402.0,,1800.0,208461.0,,,5026.0
10114,4127,467331,,,,,486730.0,257342.0,,2572.0
10115,4127,332367,,,2649.0,1826.0,,,,
10116,4127,343218,2531.0,516057.0,2232.0,,,125294.0,1110.0,4731.0
10117,4128,354128,876.0,,1622.0,,379635.0,,2552.0,2707.0
10118,4128,194864,2782.0,,1943.0,,559721.0,,,3234.0
10119,4128,192737,3284.0,,3265.0,,,395449.0,1348.0,2299.0
10120,4128,314217,,,1716.0,983.0,,148619.0,2377.0,
10121,4129,211845,,,,,356425.0,,,1114.0
10122,4130,465235,,,,,,,,
10123,4130,331277,,339448.0,2273.0,,,,,
10124,4130,413109,,,,,301812.0,311975.0,,
10125,4130,273659,,,1187.0,,,312558.0,,
10126,4130,96652,,125143.0,,1009.0,,,1109.0,4921.0
10127,4132,474226,1238.0,357509.0,1872.0,1904.0,,544714.0,,
10128,4132,212822,2185.0,,2260.0,,564760.0,,,
10129,4132,383003,,,1776.0,,,,2315.0,
10130,4132,215606,1250.0,407278.0,,,203360.0,233602.0,,3537.0
10131,4133,397817,,504748.0,2118.0,,512268.0,,,3378.0
10132,4133,246419,2579.0,,2530.0,,,480979.0,1604.0,
10133,4133,313857,,511386.0,,815.0,175919.0,,,
10134,4133,438342,2875.0,,,,,340121.0,,4551.0
10135,4133,147524,,320540.0,1636.0,1333.0,,192688.0,2475.0,
10136,4134,427320,,390194.0,1921.0,,,,,
10137,4134,201575,,,,,,,,
10138,4135,252909,,90538.0,3650.0,,,,,1863.0
10139,4137,144207,3458.0,,,1107.0,,223996.0,,
10140,4138,475474,3037.0,,,,283774.0,143004.0,1675.0,5243.0
10141,4139,313742,,,2251.0,,,,,
10142,4140,135845,809.0,,,,,,2928.0,3476.0
10143,4141,206679,,,,,,,3367.0,2784.0
10144,4141,230562,,,,,102420.0,374751.0,2178.0,
10145,4141,480904,,,2181.0,1662.0,,,927.0,2297.0
10146,4141,117308,,,3613.0,1794.0,207246.0,,1314.0,
10147,4142,422674,2732.0,549582.0,1101.0,1758.0,,,,
10148,4142,239148,,400769.0,3018.0,,,348951.0,,
10149,4142,490125,,140697.0,1973.0,853.0,,212006.0,,
10150,4142,139018,,,2158.0,,415854.0,,,1614.0
10151,4142,158097,,,1156.0,1310.0,102705.0,,,1926.0
10152,4143,129765,,,,,406334.0,,,2433.0
10153,4144,301020,,587995.0,2080.0,1735.0,166607.0,,,2953.0
10154,4144,268871,,,1104.0,1514.0,,,,
10155,4144,319764,,,,,415909.0,99209.0,,
10156,4144,187497,1648.0,244058.0,,1893.0,544772.0,,,
10157,4146,406662,,,2640.0,,180686.0,,3110.0,
10158,4146,201247,,,,993.0,279385.0,137290.0,1153.0,3416.0
10159,4147,197091,1282.0,,,,164163.0,,,
10160,4147,265081,2575.0,,,1955.0,,423465.0,,4093.0
10161,4147,254096,,,,,312660.0,,,4179.0
10162,4147,277916,,,,1107.0,,492562.0,,
10163,4148,492617,1630.0,,,,,,1901.0,
10164,4148,357745,,268942.0,3096.0,,334390.0,,,
10165,4149,133877,,,1540.0,,,341525.0,3496.0,
10166,4149,308914,1167.0,435484.0,873.0,,,380572.0,,3218.0
10167,4150,289690,,,,,395773.0,,,
10168,4150,360415,3453.0,,,,,,,4670.0
10169,4150,332018,,224789.0,1513.0,,,144576.0,,
10170,4151,192179,1727.0,,,1251.0,406141.0,,,2706.0
10171,4151,354572,,,,931.0,,224898.0,,
10172,4151,167686,3199.0,,3260.0,,230500.0,,,
10173,4151,238680,3293.0,,,,177393.0,,1024.0,
10174,4152,314749,,303075.0,2018.0,,,198641.0,,2902.0
10175,4152,216540,2628.0,281955.0,2133.0,,,,,
10176,4152,188312,1801.0,,,,,,,
10177,4153,214063,,,,1249.0,,,,
10178,4153,428211,,,867.0,,327055.0,494161.0,,
10179,4154,432043,844.0,230498.0,3060.0,1713.0,,,,4677.0
10180,4157,344749,,415555.0,1305.0,,451663.0,,2382.0,
10181,4157,275221,,494293.0,,,,393100.0,,4593.0
10182,4157,313852,2443.0,,,1530.0,,490164.0,,
10183,4157,257753,,,,892.0,,,1177.0,
10184,4158,342232,2038.0,,1937.0,,155341.0,109303.0,,3393.0
10185,4158,125509,,,,1682.0,,,,4683.0
10186,4158,192111,1885.0,,,,334731.0,,,
10187,4158,235070,1439.0,,,,249574.0,425127.0,3121.0,
10188,4158,357416,,93479.0,,,,,,5168.0
10189,4159,434576,2290.0,,,792.0,,,,
10190,4159,190235,2739.0,325715.0,,1600.0,,545048.0,3164.0,
10191,4160,118823,2657.0,483910.0,3639.0,,,232101.0,,
10192,4162,141164,,114621.0,3802.0,823.0,,263865.0,3397.0,
10193,4162,286536,,,,,,,2151.0,1334.0
10194,4162,498122,3165.0,,,,,,1231.0,1626.0
10195,4163,403176,,94089.0,,,145654.0,263928.0,,2799.0
10196,4165,186725,2834.0,,1430.0,1421.0,,266209.0,2276.0,
10197,4166,492173,,,,1967.0,291492.0,284363.0,,
10198,4166,490990,3162.0,512671.0,,,228443.0,196849.0,,
10199,4167,261872,,,3839.0,,,222731.0,,
10200,4167,498902,,,3403.0,1549.0,323047.0,,3344.0,4467.0
10201,4167,111634,,217272.0,,,324515.0,,,4768.0
10202,4167,228783,,,,,486205.0,465347.0,1993.0,
10203,4168,455948,,344750.0,,1052.0,420045.0,159798.0,1222.0,
10204,4168,363600,,,,,,278464.0,,
10205,4168,467431,,,,1570.0,137997.0,,,1146.0
10206,4168,241779,,562319.0,,,553673.0,317416.0,,
10207,4168,425009,1140.0,391619.0,1510.0,,183062.0,,1911.0,5111.0
10208,4169,278543,,,1010.0,1325.0,,,,
10209,4169,314881,,524854.0,,,,,1194.0,
10210,4169,492860,2850.0,,2961.0,,523601.0,306587.0,,
10211,4169,472306,,381263.0,,1803.0,,,,4726.0
10212,4169,363891,911.0,,2250.0,,,,,
10213,4170,410547,948.0,,,,295261.0,,,
10214,4170,234476,2736.0,,,1037.0,376632.0,,,1952.0
10215,4170,131579,,,,,231385.0,,1659.0,
10216,4170,352605,,,,,,,2051.0,
10217,4174,346977,2096.0,,,,,,,3873.0
10218,4174,265420,,593550.0,,,,,,5396.0
10219,4175,380698,,372253.0,2099.0,,,,1753.0,1988.0
10220,4175,341962,,576313.0,,,574234.0,,,1152.0
10221,4175,292477,,,1344.0,,,507775.0,,
10222,4176,315749,1797.0,,,876.0,,,2844.0,1353.0
10223,4176,482580,,147357.0,1677.0,,,,2050.0,
10224,4179,270476,,,,1919.0,,,3076.0,4015.0
10225,4179,224029,3487.0,136549.0,,,,528484.0,1531.0,3401.0
10226,4180,198879,3164.0,,3201.0,1852.0,335245.0,,,
10227,4182,313479,3088.0,,,906.0,,138553.0,,
10228,4182,244444,2710.0,351158.0,,,,,,
10229,4183,300129,,,,1361.0,565127.0,,,
10230,4183,204657,,457939.0,,1521.0,,,1105.0,
10231,4184,150216,,,,,,,1153.0,
10232,4184,263382,,,,,,,,2223.0
10233,4184,257778,1257.0,,,1430.0,,,1649.0,1278.0
10234,4184,305902,,,3330.0,,,197819.0,,
10235,4186,247219,2278.0,,,1070.0,120016.0,529856.0,,
10236,4186,488729,1360.0,,2980.0,1251.0,,,,4202.0
10237,4186,158773,1214.0,,,1367.0,108876.0,380570.0,2839.0,5149.0
10238,4186,119651,1515.0,,,,,,,2381.0
10239,4187,120215,,,,,,,,3268.0
10240,4187,187607,,,,,238378.0,545957.0,1866.0,2483.0
10241,4187,213026,,,,,,416709.0,980.0,
10242,4187,168856,,,,,419868.0,,,
10243,4187,322845,3303.0,,,1179.0,124937.0,,3392.0,
10244,4188,168395,,473324.0,,1179.0,412492.0,157446.0,,
10245,4189,261368,,,2474.0,,,,,
10246,4190,189957,,,,,,303474.0,2370.0,4256.0
10247,4190,278600,3246.0,,,,,,,
10248,4190,414392,,,,1059.0,,222669.0,2660.0,
10249,4190,466263,3456.0,,,814.0,,,,
10250,4190,486901,1686.0,360539.0,,,,428428.0,,
10251,4191,197459,,160547.0,3079.0,,303343.0,,1532.0,
10252,4191,192017,,,3027.0,1210.0,,,1549.0,
10253,4191,160154,,492805.0,,,,,1624.0,
10254,4191,145836,,,,,339393.0,,,4691.0
10255,4192,132952,,,1182.0,,324999.0,,,
10256,4192,422384,,355737.0,3842.0,1956.0,,,2480.0,
10257,4192,389569,,,2489.0,1853.0,588563.0,,,
10258,4192,105359,,,3589.0,1525.0,295515.0,,,3608.0
10259,4192,147820,,,,1816.0,481415.0,,1849.0,3505.0
10260,4193,244576,,290103.0,1942.0,,,,,
10261,4194,287260,904.0,97816.0,,,,193038.0,,2329.0
10262,4194,293987,,,3320.0,1306.0,240714.0,,,3442.0
10263,4194,162106,1340.0,,,,,,,2149.0
10264,4194,300153,2192.0,341706.0,,,254809.0,304880.0,,3880.0
10265,4194,321615,,,,1040.0,510269.0,,1330.0,
10266,4196,450752,,,,,418098.0,,,
10267,4196,260640,,,,,,449238.0,,
10268,4196,96074,1137.0,,,,276332.0,529435.0,,
10269,4196,456100,2466.0,,3741.0,,448264.0,,,1400.0
10270,4196,172538,,192674.0,,1251.0,,189485.0,3486.0,3982.0
10271,4197,280023,,,1091.0,,,,944.0,
10272,4197,323963,1908.0,326388.0,2374.0,,,339690.0,,
10273,4197,216490,2400.0,,,,504620.0,,,
10274,4197,368184,,,1428.0,,,,,
10275,4197,242185,,481531.0,,,592596.0,,2487.0,5248.0
10276,4198,120589,,,894.0,,,,,
10277,4198,198029,,470808.0,,,,,2127.0,3312.0
10278,4198,169035,2348.0,,1058.0,,398560.0,364600.0,,
10279,4198,495280,2354.0,,3951.0,,,,,
10280,4199,130122,,,,,342456.0,,,3799.0
10281,4199,209270,,,,,335149.0,,,4661.0
10282,4199,117270,,,2748.0,,,232792.0,,2679.0
10283,4199,157797,,,,1517.0,,,2207.0,4320.0
10284,4199,286365,,180792.0,2226.0,848.0,,440183.0,1455.0,
10285,4200,490825,,565087.0,,,,,,
10286,4200,294049,,,2867.0,,,,,1867.0
10287,4200,125488,3056.0,,3676.0,1713.0,,,,
10288,4200,392952,,,,739.0,,232751.0,1282.0,
10289,4201,274230,,,,,,,,
10290,4202,414978,,,,,,486519.0,,3474.0
10291,4202,329493,1702.0,314780.0,922.0,1078.0,,,,
10292,4202,267246,1722.0,,,1821.0,,,1477.0,4309.0
10293,4202,352261,,,,,,389154.0,,
10294,4203,277156,,,2633.0,,287018.0,183175.0,2785.0,2709.0
10295,4203,453644,988.0,,2130.0,1211.0,289881.0,,1460.0,
10296,4203,239519,1199.0,,2559.0,1647.0,297454.0,457392.0,,4557.0
10297,4204,351465,1150.0,,2911.0,1460.0,,521365.0,1828.0,1304.0
10298,4205,140806,,512307.0,,1699.0,,275978.0,,4190.0
10299,4206,150811,,,1329.0,747.0,350818.0,,,
10300,4206,434516,2955.0,360422.0,1174.0,1099.0,,426487.0,,3504.0
10301,4207,379376,,,1608.0,1152.0,,,1707.0,
10302,4208,388451,,,1232.0,1233.0,,,,3947.0
10303,4208,275255,,,3010.0,1907.0,,153006.0,3028.0,2656.0
10304,4210,340158,840.0,,,,,,,4675.0
10305,4212,300583,,578789.0,,1697.0,404535.0,,1806.0,
10306,4212,411765,2297.0,,2406.0,1226.0,,,2490.0,2808.0
10307,4212,415969,,,,,,,,3704.0
10308,4212,490523,,,3699.0,1355.0,,110855.0,,5464.0
10309,4212,274879,,366380.0,2655.0,1154.0,,156246.0,2305.0,
10310,4213,245417,,,,,239228.0,388446.0,,
10311,4213,412259,2167.0,,,1495.0,,,,
10312,4213,397797,2661.0,172335.0,2521.0,,,,,
10313,4213,146047,,538304.0,,,,432585.0,1525.0,
10314,4214,173040,2421.0,,2921.0,,,,,3673.0
10315,4214,304163,,,,,,314869.0,3237.0,
10316,4214,141050,3396.0,,,,,341726.0,2395.0,
10317,4214,446016,,304481.0,3504.0,,,,,
10318,4214,293183,,,,,415646.0,,,1376.0
10319,4215,117101,,,1341.0,,,,,2362.0
10320,4216,330481,,,3247.0,,,,,4284.0
10321,4220,126067,1498.0,464131.0,,,311185.0,297260.0,3277.0,4656.0
10322,4220,282545,1616.0,,2653.0,1128.0,,,1134.0,
10323,4220,436017,3366.0,387471.0,,,,465337.0,,
10324,4221,458802,1316.0,435422.0,,,,523635.0,,5318.0
10325,4221,95662,1709.0,,1169.0,1663.0,,397647.0,1475.0,
10326,4221,478568,1942.0,,,,,303090.0,,1415.0
10327,4221,132186,1649.0,,,1907.0,511621.0,358054.0,1018.0,1412.0
10328,4221,408333,2235.0,,,,,100230.0,,4989.0
10329,4222,180376,,,,,,,,
10330,4222,489518,959.0,563350.0,,,,167056.0,1944.0,
10331,4222,209997,,137448.0,3981.0,,,324231.0,,
10332,4222,468105,,,860.0,1647.0,,,,
10333,4222,106049,966.0,574685.0,2420.0,1442.0,,,1756.0,4331.0
10334,4223,354022,3323.0,,1475.0,,587921.0,,,
10335,4223,206526,,504033.0,3986.0,,547654.0,,3465.0,
10336,4223,269083,,382599.0,3679.0,,,266213.0,,
10337,4223,480972,,,2141.0,1885.0,,364353.0,2162.0,2489.0
10338,4224,274014,1361.0,312301.0,,,539599.0,,,1337.0
10339,4225,197159,2647.0,258214.0,,,169559.0,,,
10340,4226,239134,3500.0,228813.0,,,348784.0,,2988.0,
10341,4226,178395,,335971.0,1179.0,1894.0,,155029.0,,
10342,4226,483030,,,,1246.0,397493.0,,,1279.0
10343,4227,138617,,256450.0,,,450937.0,400111.0,911.0,3739.0
10344,4227,90049,,,3805.0,,,452650.0,,3252.0
10345,4227,372601,2462.0,,2253.0,1632.0,502611.0,,961.0,
10346,4228,442825,3298.0,,,1311.0,,,2461.0,2468.0
10347,4228,363908,,,,,409996.0,,2616.0,
10348,4229,217273,,,2260.0,1535.0,,,,5256.0
10349,4229,257758,2544.0,145246.0,,,196383.0,147831.0,3252.0,
10350,4229,119553,1918.0,,2306.0,1398.0,385440.0,133644.0,,1276.0
10351,4229,440528,,,,1542.0,215743.0,525815.0,,4136.0
10352,4229,212224,1747.0,,,,,148964.0,1306.0,4129.0
10353,4230,432646,,,,826.0,,435937.0,,
10354,4230,340537,1307.0,355411.0,,,354797.0,,3039.0,
10355,4230,388464,,109632.0,,,,,,1610.0
10356,4230,269621,2426.0,393818.0,,,,173303.0,1983.0,
10357,4231,296623,,127546.0,2975.0,,,,,1327.0
10358,4231,98192,,,1692.0,,508702.0,431996.0,,4103.0
10359,4231,288405,,,3054.0,,,,,
10360,4231,229158,1338.0,,,856.0,93406.0,195626.0,,2501.0
10361,4231,220065,2363.0,229053.0,2000.0,1158.0,,323835.0,,
10362,4232,451286,,274659.0,1614.0,,450716.0,373036.0,1574.0,
10363,4234,246151,,,,,424568.0,,,
10364,4235,405300,2424.0,,,,,482236.0,,
10365,4235,323091,1162.0,,,,594657.0,,,3486.0
10366,4235,336930,,249702.0,1507.0,,,,2064.0,
10367,4236,132832,,,3190.0,,442115.0,354567.0,2496.0,
10368,4236,163524,3047.0,,,,,,1358.0,
10369,4236,320661,,297481.0,,,,,,
10370,4236,199613,1795.0,,,920.0,,,,
10371,4237,165787,2671.0,,2674.0,,557032.0,149466.0,,
10372,4237,285731,,,,,,,3360.0,1385.0
10373,4237,270668,,148791.0,,,,,,
10374,4239,257754,3417.0,376102.0,,1172.0,486507.0,,3187.0,
10375,4240,96586,,,,1269.0,,,,
10376,4240,316134,,,3156.0,,,,2393.0,
10377,4240,497411,,,1958.0,,310590.0,,,2118.0
10378,4241,160037,3462.0,,,,166407.0,212672.0,2809.0,4847.0
10379,4243,373896,,512418.0,3923.0,1648.0,356756.0,183702.0,1859.0,
10380,4243,236610,,469008.0,,,131191.0,,2495.0,
10381,4243,448288,,581612.0,,,,,1219.0,
10382,4243,278212,3456.0,117226.0,,751.0,437995.0,,,1144.0
10383,4244,367844,,,,1419.0,,,1111.0,
10384,4244,134479,,,,,,,1273.0,
10385,4244,256372,3326.0,298944.0,,,,395338.0,1591.0,
10386,4244,402998,,573627.0,2979.0,,,100678.0,2224.0,
10387,4244,432809,3321.0,,2010.0,,,,3098.0,5169.0
10388,4245,321087,,513499.0,2439.0,,,,3159.0,
10389,4245,328695,,,2697.0,,,324953.0,2102.0,
10390,4246,323099,,141590.0,,,,233055.0,,5093.0
10391,4246,439940,3135.0,290719.0,1167.0,,,,,
10392,4248,259711,,,,1997.0,,348700.0,,2269.0
10393,4248,118060,3131.0,405681.0,3706.0,,290767.0,464776.0,,2116.0
10394,4248,255371,3384.0,385285.0,1130.0,,235900.0,,1756.0,2763.0
10395,4249,346988,2874.0,338954.0,2880.0,,516996.0,,,
10396,4249,137404,,573724.0,,988.0,,,,1885.0
10397,4249,179373,,554950.0,857.0,,,,2585.0,
10398,4249,182639,1697.0,,,,170461.0,214474.0,2277.0,
10399,4250,178454,1907.0,,,,162468.0,292346.0,2586.0,3642.0
10400,4250,306561,,,2937.0,,,285999.0,,
10401,4250,404226,2364.0,401809.0,,,,187377.0,,1127.0
10402,4251,385051,,,,,355660.0,,,
10403,4251,446475,1169.0,,1947.0,1529.0,,494074.0,,1930.0
10404,4251,460536,,,1950.0,1701.0,177068.0,237572.0,,
10405,4251,379462,,254657.0,,,534617.0,,,4980.0
10406,4251,206512,1697.0,,,1580.0,110907.0,,,
10407,4252,309474,1796.0,,3183.0,1024.0,,,1403.0,1826.0
10408,4252,489529,,332949.0,,,469668.0,164948.0,,
10409,4253,190547,1071.0,,,,,,,3830.0
10410,4253,313803,2497.0,509884.0,,,98976.0,,984.0,
10411,4253,156608,2118.0,,3225.0,1784.0,,,,5252.0
10412,4254,332905,2633.0,140484.0,837.0,1999.0,,,,1972.0
10413,4254,267302,,,,1204.0,,,2007.0,
10414,4254,454738,1197.0,,,1358.0,,,,2394.0
10415,4254,405971,,234581.0,3928.0,918.0,129056.0,361754.0,2497.0,3482.0
10416,4254,214621,2310.0,433174.0,3906.0,,,,,
10417,4255,208899,,320869.0,,1507.0,,478499.0,,
10418,4255,253459,3066.0,361091.0,,,,220103.0,,
10419,4256,96738,,,,,,535014.0,,
10420,4256,137094,2705.0,356772.0,,,255947.0,,2278.0,3145.0
10421,4256,294246,,,2315.0,1124.0,492464.0,447878.0,,
10422,4256,131848,,149605.0,1470.0,996.0,278321.0,,1379.0,
10423,4256,339200,,,,1925.0,442382.0,267956.0,,1840.0
10424,4257,181049,3024.0,,1988.0,,,,,
10425,4257,136197,1473.0,438785.0,2120.0,,158386.0,,,3739.0
10426,4257,475224,,593472.0,,,349576.0,,2187.0,
10427,4257,434388,,330125.0,1186.0,,,,,
10428,4257,145538,,,1633.0,1195.0,,91902.0,,
10429,4258,499336,,,1577.0,1983.0,482913.0,,,2484.0
10430,4259,339757,3065.0,401442.0,,1336.0,456235.0,,,
10431,4259,208073,,,,784.0,,225351.0,1802.0,
10432,4259,487446,,,1161.0,,232719.0,,,
10433,4259,343611,1226.0,,,1660.0,160055.0,91622.0,,
10434,4260,223513,,414634.0,,,401173.0,,,
10435,4260,463450,,281583.0,1576.0,,450283.0,,,
10436,4260,225631,2277.0,339808.0,1368.0,,307224.0,338407.0,1927.0,1417.0
10437,4260,214278,2402.0,,2051.0,,,,1191.0,3418.0
10438,4262,391479,,,3620.0,1461.0,,183603.0,3148.0,3916.0
10439,4264,422820,,,2418.0,,541951.0,,,
10440,4265,109409,,430389.0,1921.0,1189.0,,,,
10441,4265,251010,,,971.0,1082.0,434181.0,112469.0,,3967.0
10442,4265,105543,,528139.0,3864.0,1228.0,150607.0,421863.0,,1787.0
10443,4265,394209,,,,,101933.0,,,2464.0
10444,4266,291518,2999.0,181724.0,,1902.0,,,,
10445,4266,236075,2697.0,141511.0,1227.0,1284.0,,,3433.0,
10446,4266,197606,3240.0,,1910.0,,,,1779.0,4480.0
10447,4266,101174,,,2335.0,,317140.0,,,1145.0
10448,4266,404005,3162.0,,908.0,1008.0,,,960.0,4137.0
10449,4267,150563,2085.0,,,,,403197.0,3265.0,
10450,4267,286860,3409.0,589649.0,2075.0,,,414257.0,3387.0,4893.0
10451,4268,482825,1754.0,259707.0,3021.0,1812.0,,,,
10452,4268,432784,2005.0,275363.0,,,,196405.0,1470.0,4609.0
10453,4268,311437,1583.0,,,,,428070.0,,2804.0
10454,4269,307789,1156.0,448419.0,,,,,2473.0,
10455,4269,478472,933.0,,886.0,,,,,
10456,4269,291350,,,,,,,,
10457,4269,90335,,,,1251.0,208848.0,,,
10458,4269,167444,,,3061.0,1699.0,,477818.0,,3642.0
10459,4270,161491,,,,,,,2233.0,
10460,4271,239545,,546120.0,2616.0,940.0,385305.0,,2230.0,4542.0
10461,4271,330432,3044.0,,,,,,2264.0,
10462,4271,354107,,,,1460.0,,,,
10463,4271,385537,2027.0,,,,,,1316.0,
10464,4271,174352,,350944.0,2226.0,750.0,367161.0,,,
10465,4272,401783,1472.0,156061.0,,,,,2951.0,1309.0
10466,4272,295226,,91929.0,3978.0,1623.0,,297192.0,2813.0,3619.0
10467,4272,458058,,,,,266336.0,,,
10468,4272,349814,2219.0,,1883.0,,237449.0,,,
10469,4273,391425,,,2544.0,,254647.0,148996.0,,
10470,4273,258777,,,,,139893.0,546401.0,,3385.0
10471,4273,427275,,,,895.0,292062.0,,,4978.0
10472,4273,262188,,,,,,,1296.0,
10473,4273,310379,3028.0,,,1760.0,374491.0,,,
10474,4274,110802,2213.0,,,,,308764.0,2721.0,
10475,4274,243833,1213.0,,,1192.0,,,,2969.0
10476,4274,467678,,,,,,,1403.0,1768.0
10477,4275,344377,,,,,243883.0,537349.0,,
10478,4275,353469,,,2576.0,,,278724.0,,
10479,4275,351202,,158278.0,3186.0,1427.0,275635.0,,,3000.0
10480,4276,446414,,,,1600.0,,387088.0,,
10481,4276,346875,,,,,148953.0,256164.0,2963.0,
10482,4276,431604,,357675.0,3419.0,1223.0,102749.0,,,
10483,4276,127557,1014.0,496263.0,,,,,,3878.0
10484,4276,308340,,,,1537.0,,,1615.0,
10485,4277,120512,,121683.0,,,,,2329.0,
10486,4279,220803,,,,1572.0,,,,3672.0
10487,4279,375313,2740.0,515620.0,,,,,,
10488,4279,363844,1263.0,,,1836.0,,,3027.0,
10489,4279,450682,2023.0,,1964.0,,,,,
10490,4279,189539,2205.0,,3865.0,,,,,2937.0
10491,4280,214424,,382967.0,3714.0,,106341.0,,,5103.0
10492,4280,170243,1556.0,,2882.0,859.0,580076.0,128348.0,2504.0,
10493,4280,270405,827.0,581306.0,2847.0,1529.0,,474993.0,,
10494,4280,321123,,,,1392.0,,,1114.0,
10495,4281,131720,3343.0,,,,,,2391.0,
