rehab_id,property_id,Underwriting_Rehab,Rehab_Calculation,Paint,Flooring_Flag,Foundation_Flag,Roof_Flag,HVAC_Flag,Kitchen_Flag,Bathroom_Flag,Appliances_Flag,Windows_Flag,Landscaping_Flag,Trashout_Flag
12466,6227,78466,5619,,,Yes,No,No,,No,Yes,No,No,No
12467,6228,26906,23756,No,No,,,,No,,,,Yes,Yes
12468,6229,68903,72739,Yes,No,Yes,,No,,No,No,,,No
12469,6230,20830,65727,,No,No,Yes,No,,No,No,No,,
12470,6230,52426,47424,,Yes,No,,Yes,,,Yes,,Yes,
12471,6230,84538,77464,,,No,No,,,,Yes,No,No,No
12472,6231,82517,46043,,Yes,Yes,No,Yes,No,No,Yes,,Yes,
12473,6232,50710,82972,,,Yes,Yes,,,Yes,Yes,No,,Yes
12474,6233,58378,86000,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,
12475,6233,82520,82801,Yes,Yes,No,,,Yes,Yes,Yes,No,,
12476,6233,56889,27159,,,Yes,No,Yes,Yes,,,,No,Yes
12477,6234,17496,72685,No,No,,Yes,,Yes,Yes,,,No,No
12478,6234,38218,10592,,No,,,No,Yes,Yes,Yes,No,,Yes
12479,6234,9183,77137,Yes,Yes,Yes,,,,,Yes,,No,No
12480,6235,78673,88555,Yes,,Yes,,Yes,No,,,,,
12481,6235,14120,26775,Yes,No,Yes,,No,No,No,,,,Yes
12482,6235,49495,74861,,No,,,,,,No,,Yes,No
12483,6236,58371,48528,,,,No,,No,,,No,Yes,No
12484,6236,65909,7909,No,,Yes,No,,Yes,Yes,No,No,,No
12485,6237,28886,98769,Yes,No,,No,,Yes,Yes,,No,,
12486,6237,72251,90968,Yes,No,No,Yes,No,Yes,,,No,,No
12487,6238,4908,257,Yes,No,No,Yes,No,No,Yes,,,,No
12488,6238,34339,2262,,,No,No,No,,No,Yes,No,,Yes
12489,6238,38916,47658,No,,,,No,No,Yes,Yes,Yes,Yes,No
12490,6239,14442,74805,Yes,No,Yes,,,No,,Yes,,,No
12491,6239,59977,47798,No,No,,No,,Yes,Yes,No,,Yes,
12492,6240,17285,92709,Yes,Yes,Yes,No,,,Yes,,No,Yes,No
12493,6240,31293,4461,Yes,,,No,No,No,No,,Yes,Yes,No
12494,6241,23427,10161,,No,No,Yes,,No,Yes,No,,,No
12495,6241,97561,82498,No,,,No,Yes,Yes,No,,,Yes,
12496,6242,12559,42625,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
12497,6242,56371,34841,,Yes,No,,,,,,,,Yes
12498,6243,28746,36281,,No,,Yes,Yes,,,,Yes,No,No
12499,6243,84884,23789,Yes,Yes,Yes,,No,Yes,,Yes,Yes,No,No
12500,6244,37738,29147,,Yes,,No,No,No,,No,,,No
12501,6244,12040,24792,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,
12502,6245,43436,20723,Yes,Yes,,,No,Yes,,Yes,No,Yes,No
12503,6246,26083,20434,Yes,,Yes,Yes,,Yes,,Yes,No,No,Yes
12504,6247,20725,7400,Yes,,,Yes,No,Yes,Yes,No,Yes,No,Yes
12505,6248,34834,66936,Yes,No,,No,,,No,No,Yes,Yes,
12506,6248,66310,99085,Yes,No,No,,Yes,Yes,,No,Yes,,No
12507,6248,99759,5452,Yes,,,No,Yes,Yes,,,,Yes,No
12508,6249,49955,19383,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
12509,6249,59068,21301,No,No,Yes,No,,,Yes,,,Yes,Yes
12510,6250,22101,12813,No,Yes,No,Yes,Yes,Yes,Yes,,,Yes,
12511,6251,11766,91354,,,Yes,Yes,,No,No,No,Yes,Yes,Yes
12512,6251,44892,47735,Yes,,Yes,Yes,,No,Yes,Yes,Yes,No,Yes
12513,6252,59028,59918,Yes,Yes,No,Yes,,Yes,Yes,No,,,Yes
12514,6252,45350,71115,,No,,,Yes,Yes,Yes,,No,,Yes
12515,6253,8811,71845,No,Yes,,No,Yes,,,No,,No,Yes
12516,6254,75721,82438,No,Yes,No,No,Yes,No,Yes,No,No,,Yes
12517,6254,38626,82503,,No,,No,No,No,,No,Yes,,Yes
12518,6254,13044,49652,Yes,Yes,Yes,Yes,,,,,Yes,No,Yes
12519,6255,36236,15965,Yes,,No,No,Yes,No,Yes,Yes,No,Yes,Yes
12520,6255,24085,10252,,,Yes,No,Yes,,Yes,No,,No,No
12521,6255,9066,41621,,Yes,No,Yes,,No,,,,Yes,Yes
12522,6256,30794,48254,Yes,,,Yes,No,Yes,Yes,,Yes,Yes,No
12523,6256,95061,25421,,,,No,No,,No,Yes,No,Yes,Yes
12524,6256,37635,34310,Yes,,No,,Yes,Yes,Yes,,Yes,,No
12525,6257,54047,455,,Yes,Yes,Yes,,Yes,No,,,,Yes
12526,6258,52084,33360,Yes,Yes,No,No,Yes,Yes,,No,Yes,Yes,
12527,6258,59547,39050,Yes,,,No,,Yes,No,Yes,No,,Yes
12528,6259,93006,43890,Yes,No,Yes,,,Yes,No,,No,No,Yes
12529,6260,57354,64040,No,No,Yes,,,Yes,,No,,Yes,
12530,6260,49182,11770,Yes,,,No,No,No,Yes,No,No,,No
12531,6260,91684,96762,No,Yes,,No,,,,No,,,
12532,6261,30999,85112,,Yes,,Yes,Yes,Yes,No,No,No,,
12533,6261,26385,20343,No,No,,,Yes,No,No,,,No,Yes
12534,6261,81908,62763,,,No,No,,Yes,Yes,No,,Yes,
12535,6262,96526,72363,,,Yes,Yes,No,,Yes,No,Yes,Yes,
12536,6262,27681,86586,No,Yes,Yes,,Yes,No,No,,,,
12537,6263,25060,23065,No,No,,No,Yes,,No,,Yes,Yes,No
12538,6263,55875,66932,,No,,Yes,Yes,No,,No,Yes,,Yes
12539,6263,39555,15600,,,No,,No,No,,Yes,,,
12540,6264,22041,84087,,Yes,No,,No,,Yes,No,Yes,Yes,
12541,6264,26649,48149,Yes,,,No,No,No,,No,Yes,,Yes
12542,6264,40789,61724,,No,Yes,No,Yes,,,Yes,,No,No
12543,6265,59939,1269,,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
12544,6265,37914,40461,Yes,No,Yes,,,No,,Yes,Yes,No,Yes
12545,6266,46849,83107,No,,Yes,Yes,,Yes,No,,,No,
12546,6266,53911,2090,,No,Yes,Yes,,No,,No,Yes,Yes,
12547,6266,10608,77869,,,No,No,No,Yes,Yes,No,Yes,Yes,No
12548,6267,75962,74986,No,Yes,Yes,No,Yes,,,Yes,No,Yes,
12549,6268,51766,88592,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
12550,6268,96796,95359,No,No,,,No,,No,Yes,,Yes,No
12551,6268,50140,3555,,No,,No,Yes,Yes,No,Yes,No,,
12552,6269,42086,33528,Yes,No,,,No,No,,,Yes,Yes,No
12553,6269,52530,20408,,,Yes,No,Yes,,No,,,No,No
12554,6270,65740,14183,,No,,No,Yes,Yes,Yes,,No,Yes,No
12555,6270,78704,74140,No,,Yes,Yes,Yes,No,No,,No,,No
12556,6271,69754,19925,,No,,,No,,Yes,Yes,Yes,No,
12557,6272,15647,68588,,Yes,Yes,,,No,No,No,No,No,No
12558,6273,8849,91947,No,,,Yes,No,Yes,Yes,,Yes,No,No
12559,6274,80798,59488,No,Yes,No,No,,,,Yes,Yes,,No
12560,6274,3178,43469,,,Yes,,,No,No,No,,,
12561,6275,91926,86149,Yes,Yes,No,Yes,Yes,,,No,,Yes,Yes
12562,6275,46930,92197,Yes,Yes,,,No,Yes,No,,Yes,,Yes
12563,6276,30628,5975,Yes,,Yes,,No,,No,No,No,,
12564,6277,63133,32859,No,No,No,No,,Yes,Yes,Yes,Yes,No,
12565,6278,17762,5179,No,Yes,Yes,No,No,,No,Yes,Yes,No,Yes
12566,6279,66916,9939,No,Yes,No,No,Yes,Yes,No,Yes,Yes,,
12567,6279,97941,60405,No,No,No,,,No,Yes,,No,Yes,Yes
12568,6279,11320,51543,,No,Yes,Yes,,,No,Yes,No,Yes,No
12569,6280,97234,25871,Yes,Yes,,,No,,No,,,No,No
12570,6280,22500,94778,,,Yes,,,,Yes,Yes,Yes,Yes,No
12571,6280,423,73708,No,Yes,,,No,No,Yes,,No,No,Yes
12572,6281,7918,23543,,No,,No,,Yes,No,Yes,Yes,,Yes
12573,6281,85264,62295,No,,No,No,,No,,,,,
12574,6281,31733,94122,Yes,Yes,No,No,Yes,Yes,Yes,,,,
12575,6282,14707,32611,No,,No,Yes,No,Yes,No,Yes,Yes,,Yes
12576,6282,18801,30240,,,Yes,,Yes,No,Yes,,No,No,No
12577,6282,58301,56958,Yes,No,Yes,No,Yes,No,No,Yes,No,,Yes
12578,6283,41452,28490,No,,,Yes,Yes,Yes,,,,Yes,Yes
12579,6284,53840,68990,Yes,,Yes,Yes,,No,No,No,Yes,Yes,No
12580,6284,31576,95919,Yes,No,,,,No,,,No,Yes,No
12581,6285,28958,38816,,,No,Yes,,,Yes,,Yes,No,
12582,6286,48446,61892,Yes,,,Yes,No,No,,,,,
12583,6286,88695,91736,,No,Yes,,Yes,Yes,Yes,No,,,
12584,6286,86405,28166,No,,,Yes,,Yes,No,,Yes,Yes,
12585,6287,64973,39652,No,,,,No,Yes,No,No,,No,
12586,6288,83650,9400,,No,No,No,,No,,No,,Yes,No
12587,6289,8866,78862,,No,Yes,Yes,,No,,Yes,No,No,Yes
12588,6290,47416,29196,,,,,Yes,Yes,No,,No,Yes,No
12589,6290,2476,46582,,No,No,No,Yes,Yes,No,No,Yes,,No
12590,6290,32672,65237,Yes,No,,,,Yes,No,Yes,,No,No
12591,6291,82667,99737,No,Yes,,Yes,No,No,,,No,,Yes
12592,6291,70348,81299,,Yes,Yes,Yes,No,No,,No,,No,
12593,6292,91035,44223,No,,,,Yes,,,No,Yes,No,Yes
12594,6292,98800,19955,Yes,,No,Yes,Yes,,Yes,,,,Yes
12595,6292,68651,95371,Yes,Yes,,No,,Yes,Yes,No,Yes,Yes,
12596,6293,55027,87976,Yes,No,No,No,No,No,No,Yes,,,
12597,6293,37998,75181,Yes,Yes,,,,No,No,Yes,Yes,,
12598,6293,51870,97065,No,No,No,,,No,Yes,Yes,No,No,Yes
12599,6294,29035,66458,No,,,Yes,Yes,No,Yes,,No,No,No
12600,6294,56841,45218,No,,Yes,No,,,Yes,,Yes,No,No
12601,6294,77645,8638,No,No,,Yes,,No,Yes,Yes,,,
12602,6295,58835,24943,,No,Yes,,Yes,No,No,No,No,Yes,No
12603,6295,38099,59981,,Yes,Yes,,Yes,,No,Yes,No,,
12604,6295,77939,29331,Yes,,No,Yes,Yes,Yes,No,,No,,Yes
12605,6296,71224,42490,,No,,Yes,,No,,Yes,,No,Yes
12606,6296,18540,66222,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
12607,6296,68022,69927,Yes,No,Yes,,Yes,,,,Yes,,
12608,6297,5051,80970,,Yes,Yes,Yes,No,,Yes,,,,Yes
12609,6298,1123,24873,No,Yes,Yes,No,,,,,No,Yes,
12610,6299,99370,99281,,Yes,,,Yes,No,Yes,,,,Yes
12611,6299,57770,31621,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
12612,6299,40278,71604,Yes,No,Yes,No,,No,,No,,No,Yes
12613,6300,82778,60395,Yes,Yes,No,Yes,,,Yes,Yes,,Yes,No
12614,6301,79771,16171,No,No,No,Yes,Yes,No,,No,,Yes,Yes
12615,6301,44245,26876,,Yes,No,No,Yes,Yes,,,No,No,
12616,6302,33149,44834,,Yes,,No,,,,No,No,,Yes
12617,6302,33197,56585,,,Yes,Yes,Yes,Yes,,Yes,No,No,No
12618,6302,35349,966,,,,Yes,No,No,Yes,No,,No,
12619,6303,10743,7944,,,No,No,Yes,Yes,,Yes,Yes,Yes,Yes
12620,6303,15925,45840,No,,,No,,,,No,Yes,,
12621,6303,13106,91088,Yes,No,No,No,Yes,,Yes,,Yes,,No
12622,6304,67730,64644,Yes,Yes,,,,,Yes,,,Yes,No
12623,6305,35846,15101,,,No,,Yes,,Yes,No,No,No,
12624,6306,3217,40514,Yes,,Yes,,,No,,Yes,No,Yes,
12625,6307,25938,89664,,No,,No,Yes,,Yes,No,No,No,Yes
12626,6307,78053,68369,Yes,,,No,No,No,Yes,,No,Yes,
12627,6308,22224,90340,,Yes,Yes,,,No,Yes,No,Yes,,Yes
12628,6308,37880,81908,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
12629,6308,13937,90522,,Yes,,,,No,Yes,No,Yes,No,No
12630,6309,67685,76999,,Yes,Yes,,Yes,No,No,,,,
12631,6309,86471,28850,,No,Yes,,No,Yes,,,,Yes,Yes
12632,6309,39552,83931,No,Yes,,,Yes,Yes,Yes,,Yes,No,Yes
12633,6310,83334,85654,,Yes,No,Yes,,No,Yes,No,Yes,No,Yes
12634,6310,18248,32878,,,No,Yes,Yes,Yes,,Yes,Yes,,No
12635,6311,17238,33977,,,,No,,,,No,No,,Yes
12636,6312,89165,86003,No,Yes,No,,No,No,No,No,No,No,Yes
12637,6312,41943,22554,No,Yes,,No,No,,,,No,No,Yes
12638,6312,66686,61545,No,No,,Yes,,No,,,,No,No
12639,6313,35348,26761,Yes,,Yes,No,,No,,No,No,No,No
12640,6313,3801,3347,,,No,No,Yes,No,No,No,No,Yes,Yes
12641,6314,38753,95800,Yes,No,No,Yes,Yes,Yes,No,,No,Yes,No
12642,6314,45741,52297,,,Yes,Yes,Yes,Yes,,,,No,Yes
12643,6314,35643,40582,Yes,Yes,Yes,Yes,No,,No,No,No,Yes,Yes
12644,6315,38697,79104,No,,,,Yes,,Yes,No,,Yes,Yes
12645,6315,5721,26316,No,,,,Yes,No,No,Yes,No,Yes,Yes
12646,6316,99307,22868,No,,Yes,Yes,No,No,,,Yes,Yes,Yes
12647,6316,41142,41309,,No,,Yes,No,No,No,Yes,No,No,No
12648,6316,67572,66126,,No,Yes,Yes,Yes,No,Yes,,,,No
12649,6317,58810,70397,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes
12650,6317,18577,80674,No,Yes,No,No,No,Yes,Yes,No,No,Yes,
12651,6318,67334,82653,Yes,No,,No,Yes,No,,No,,Yes,
12652,6318,98336,43516,No,Yes,Yes,,No,,Yes,Yes,No,Yes,
12653,6319,84873,2598,Yes,,Yes,,No,No,No,No,Yes,,Yes
12654,6319,30946,51009,No,,Yes,No,Yes,No,,Yes,No,,No
12655,6320,93580,7184,Yes,,,,,,No,,,,No
12656,6321,26464,47465,Yes,,,,,No,,Yes,No,No,
12657,6321,75735,89857,,No,Yes,,Yes,Yes,,No,Yes,,Yes
12658,6321,86284,95301,No,,No,Yes,Yes,Yes,,Yes,,,No
12659,6322,74556,5412,No,Yes,No,No,No,No,Yes,,No,,No
12660,6322,90309,31123,No,,,,,No,,Yes,,,
12661,6323,33388,79071,,,,Yes,Yes,,Yes,,,Yes,No
12662,6324,74775,67286,No,,,Yes,Yes,No,No,No,No,No,Yes
12663,6324,92316,87819,No,Yes,,,Yes,No,Yes,No,No,Yes,No
12664,6325,50727,34072,No,Yes,No,No,No,Yes,No,No,,Yes,Yes
12665,6325,51619,24645,,Yes,No,,Yes,No,,No,,,No
12666,6326,8097,1467,Yes,,Yes,,No,Yes,No,Yes,Yes,No,No
12667,6327,68245,52743,No,No,Yes,,No,No,No,Yes,No,Yes,Yes
12668,6328,31212,37649,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes
12669,6329,92716,97599,,No,,,No,Yes,No,Yes,Yes,,No
12670,6329,41277,41070,,No,Yes,No,No,,Yes,,,,
12671,6329,69109,89457,,Yes,,Yes,No,Yes,,Yes,Yes,Yes,No
12672,6330,25461,96033,No,,,Yes,,,No,,,,
12673,6330,95655,49360,No,,Yes,,,Yes,No,Yes,,,
12674,6330,72547,42977,,,Yes,Yes,No,Yes,,Yes,,,Yes
12675,6331,48039,9508,No,Yes,Yes,,,,No,Yes,No,No,No
12676,6331,48848,79050,No,,,No,Yes,No,,No,,No,
12677,6332,12033,74905,No,No,No,Yes,,No,,Yes,No,No,No
12678,6332,75331,93053,No,No,Yes,No,Yes,No,Yes,Yes,,,
12679,6332,21824,26111,,,,Yes,Yes,,Yes,,,Yes,
12680,6333,66402,51673,,No,,No,,No,Yes,,No,,
12681,6334,13737,70109,No,,,,No,No,,Yes,Yes,Yes,Yes
12682,6335,82825,21771,,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
12683,6335,40021,71706,No,Yes,,No,Yes,Yes,Yes,,,No,No
12684,6335,54428,80213,No,,No,,,,No,No,No,,
12685,6336,19093,14800,Yes,Yes,Yes,No,No,Yes,,No,,No,Yes
12686,6336,19709,34650,Yes,,,,Yes,No,,No,No,,Yes
12687,6336,63533,41385,,,,Yes,,No,No,,Yes,Yes,
12688,6337,79489,61931,Yes,No,,No,,,,Yes,,No,Yes
12689,6338,7519,56480,,Yes,,No,Yes,Yes,,,Yes,No,
12690,6338,63435,79360,Yes,Yes,,,,No,No,,Yes,Yes,Yes
12691,6339,59425,96317,No,,No,,,,,,No,,Yes
12692,6339,36567,54187,Yes,No,No,Yes,,Yes,No,,Yes,Yes,No
12693,6340,85483,73734,,,,,,,,Yes,No,,No
12694,6340,44911,92745,No,,No,Yes,No,,,Yes,No,No,No
12695,6340,97943,81073,,,No,No,No,,,Yes,,Yes,No
12696,6341,18406,89978,,,,Yes,No,No,No,,Yes,,Yes
12697,6341,90909,86855,Yes,Yes,No,,Yes,,Yes,,No,No,Yes
12698,6342,19651,3873,,,,No,,No,Yes,Yes,Yes,No,No
12699,6342,44471,42260,Yes,,,Yes,No,,,No,Yes,,
12700,6343,54305,1753,No,Yes,,Yes,Yes,Yes,No,Yes,Yes,No,No
12701,6343,95178,21249,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
12702,6344,63737,4595,,No,No,No,No,,Yes,Yes,No,No,No
12703,6344,18424,52544,No,Yes,No,,No,,No,Yes,Yes,No,No
12704,6344,55160,51632,Yes,,No,,No,,Yes,,Yes,Yes,No
12705,6345,59809,15335,No,,Yes,,Yes,No,,,No,Yes,No
12706,6345,74000,93560,Yes,No,,,No,Yes,,,No,Yes,
12707,6345,76074,13597,,Yes,Yes,,No,,No,Yes,Yes,,No
12708,6346,64303,67003,,No,,No,No,,Yes,No,No,Yes,Yes
12709,6346,25307,47048,Yes,,No,No,,,No,,No,,No
12710,6347,15694,62420,No,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes
12711,6348,85,54507,,Yes,Yes,Yes,,,,No,No,No,No
12712,6349,13034,22000,,No,,Yes,Yes,No,No,Yes,No,,
12713,6349,2127,99017,No,Yes,Yes,No,,No,No,No,No,No,Yes
12714,6349,88692,99175,,,Yes,,No,Yes,No,,,,Yes
12715,6350,33547,66722,No,Yes,,No,,No,,No,Yes,,
12716,6350,20367,35972,,No,Yes,,,No,Yes,,Yes,Yes,
12717,6350,88761,70884,No,,Yes,Yes,Yes,No,Yes,Yes,,No,
12718,6351,37790,76059,Yes,,No,,,Yes,Yes,Yes,Yes,,
12719,6351,68017,62111,,Yes,,,,No,Yes,,No,,
12720,6352,96452,97434,No,,,,Yes,Yes,Yes,Yes,Yes,,
12721,6353,95580,78510,,No,Yes,,Yes,No,No,,Yes,No,No
12722,6353,50640,4937,Yes,Yes,,No,No,,Yes,,No,,Yes
12723,6353,65918,95791,No,Yes,,No,No,No,Yes,No,Yes,,No
12724,6354,74891,42666,No,No,No,,Yes,No,,No,Yes,Yes,No
12725,6354,42507,35785,Yes,No,,,,,,Yes,No,Yes,No
12726,6354,16980,18486,No,,,No,Yes,Yes,,No,,No,
12727,6355,962,33909,No,No,,No,Yes,Yes,Yes,Yes,Yes,,Yes
12728,6356,40413,67128,Yes,Yes,No,No,No,No,No,Yes,No,Yes,
12729,6356,22340,22679,No,,,No,Yes,Yes,No,,Yes,No,No
12730,6356,39346,98321,Yes,,No,Yes,Yes,,Yes,No,,,
12731,6357,10109,50830,No,No,No,,,Yes,Yes,Yes,No,Yes,No
12732,6357,67396,55974,No,,,Yes,,Yes,No,,No,,Yes
12733,6358,56403,47640,,,Yes,Yes,Yes,Yes,,No,No,,Yes
12734,6359,9140,29789,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,
12735,6359,37597,43742,Yes,,Yes,No,,Yes,,,Yes,Yes,Yes
12736,6359,56668,77732,Yes,No,,No,Yes,,Yes,,No,Yes,Yes
12737,6360,11452,98050,,,No,Yes,Yes,No,No,No,Yes,No,No
12738,6360,78618,31209,No,,No,No,No,,,No,Yes,Yes,No
12739,6360,42412,46570,Yes,No,,No,No,Yes,,,No,Yes,Yes
12740,6361,45886,10229,,Yes,No,,Yes,No,,Yes,No,No,
12741,6361,25287,4016,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,,
12742,6362,41515,6365,No,Yes,Yes,No,No,,No,,,Yes,
12743,6362,70649,64415,,No,,Yes,Yes,,No,,Yes,No,No
12744,6362,92949,83734,Yes,,Yes,No,No,No,Yes,No,Yes,No,
12745,6363,65065,25739,Yes,Yes,,Yes,Yes,No,,Yes,No,No,Yes
12746,6363,30265,32584,Yes,No,No,Yes,,,Yes,No,No,Yes,Yes
12747,6364,51230,34082,,No,Yes,No,Yes,Yes,,,No,Yes,
12748,6364,77908,64860,No,No,,,,Yes,,,Yes,Yes,Yes
12749,6365,12665,32601,,Yes,No,,No,No,No,No,Yes,,No
12750,6365,59004,35579,,,Yes,,No,No,,,No,No,No
12751,6365,92879,97727,,No,No,Yes,No,No,,,,,
12752,6366,28094,18703,,No,Yes,No,No,No,Yes,Yes,,,
12753,6367,12153,97026,Yes,,No,,No,,No,No,,,Yes
12754,6368,76937,55565,No,Yes,Yes,Yes,No,,No,Yes,Yes,No,
12755,6368,65822,19290,Yes,,,,,No,No,,No,No,
12756,6368,10634,84658,,Yes,Yes,,,,No,Yes,Yes,No,No
12757,6369,21051,61996,Yes,Yes,,,Yes,,Yes,No,Yes,,No
12758,6370,10610,73011,No,No,Yes,No,,Yes,Yes,Yes,No,No,
12759,6370,81379,33667,Yes,No,,Yes,,Yes,No,Yes,No,No,Yes
12760,6371,45525,69303,,Yes,Yes,Yes,Yes,,,No,No,Yes,No
12761,6371,89810,63256,No,,Yes,Yes,No,,No,Yes,,Yes,Yes
12762,6371,3427,71310,Yes,No,No,,,,,,Yes,Yes,No
12763,6372,37853,88309,,,Yes,,,No,Yes,,No,Yes,Yes
12764,6373,66018,44571,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,
12765,6373,11827,18222,,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,
12766,6374,83382,31520,No,,,,No,No,No,No,,No,No
12767,6374,1696,91325,Yes,,No,,Yes,No,No,,Yes,No,
12768,6375,43865,17588,No,,,Yes,Yes,Yes,,No,,Yes,Yes
12769,6376,30554,36074,,No,Yes,No,No,Yes,No,,No,,
12770,6376,69831,89673,,,Yes,,No,,No,Yes,No,No,
12771,6377,97864,49437,,Yes,,Yes,Yes,No,,,Yes,,
12772,6377,91686,82399,,No,,No,No,,,No,No,Yes,No
12773,6378,13088,78688,,No,Yes,No,Yes,No,No,,Yes,,No
12774,6378,95425,23682,No,No,Yes,No,Yes,,,Yes,,No,Yes
12775,6378,92570,6389,No,No,,Yes,Yes,,Yes,No,No,No,
12776,6379,6178,94749,No,,,No,No,No,No,Yes,Yes,No,Yes
12777,6379,78434,33882,Yes,,Yes,No,No,,Yes,Yes,Yes,,
12778,6379,76119,79464,Yes,No,Yes,No,Yes,Yes,No,No,,Yes,
12779,6380,3050,92057,,,,No,Yes,,No,No,,,No
12780,6381,69713,34734,Yes,No,No,No,No,,No,No,Yes,Yes,Yes
12781,6381,75423,985,No,No,No,,,No,,No,,,No
12782,6381,17758,77739,Yes,No,Yes,Yes,Yes,Yes,,,Yes,Yes,
12783,6382,4870,13811,,,,Yes,,No,,Yes,,Yes,
12784,6382,64987,87920,Yes,No,No,No,No,,Yes,No,No,,No
12785,6383,64717,61316,No,,No,Yes,Yes,,Yes,Yes,Yes,,
12786,6383,29458,89942,No,Yes,,No,Yes,,No,,Yes,,
12787,6384,35324,74096,Yes,Yes,Yes,No,,,,No,No,,
12788,6385,71060,21102,Yes,Yes,No,No,,No,Yes,No,No,Yes,Yes
12789,6386,73195,74064,,No,,,No,,No,No,,,No
12790,6386,99052,93284,,No,,,,Yes,No,,,Yes,
12791,6386,62507,14627,No,Yes,Yes,,,,No,,No,No,No
12792,6387,78424,79734,No,No,Yes,No,No,No,Yes,,No,No,Yes
12793,6388,99317,69212,Yes,,,,Yes,No,,Yes,Yes,No,No
12794,6388,16820,67344,Yes,,Yes,,No,,No,No,Yes,Yes,
12795,6388,90268,81528,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,No
12796,6389,55745,66392,No,No,,,No,No,Yes,No,No,Yes,Yes
12797,6389,24260,42763,Yes,No,No,No,No,,Yes,,,Yes,No
12798,6389,15671,46343,No,No,,Yes,No,Yes,,Yes,Yes,,No
12799,6390,53121,50607,,,,No,Yes,Yes,Yes,,No,,No
12800,6390,49484,66068,,,Yes,,No,No,,No,Yes,Yes,Yes
12801,6391,86828,53952,,No,No,No,,No,No,No,Yes,Yes,
12802,6391,87965,77504,,,Yes,Yes,,No,No,No,No,,No
12803,6392,32091,30051,Yes,Yes,No,Yes,No,No,No,,,,No
12804,6392,34727,99058,No,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,No
12805,6392,59865,85274,,No,No,No,Yes,Yes,,Yes,,,No
12806,6393,48811,14799,,,No,Yes,Yes,,Yes,Yes,Yes,,Yes
12807,6393,59592,35343,,Yes,No,Yes,No,Yes,Yes,Yes,,No,Yes
12808,6394,32060,55931,,Yes,,,No,,,Yes,Yes,No,Yes
12809,6395,28704,83179,,Yes,Yes,Yes,,No,,Yes,,No,No
12810,6396,24296,46556,,No,No,,Yes,No,Yes,No,,No,
12811,6396,67796,26473,No,,,Yes,Yes,No,,,No,No,No
12812,6397,77848,20600,Yes,No,,No,No,Yes,No,No,No,Yes,No
12813,6397,99689,50360,No,Yes,,,,Yes,,Yes,No,Yes,
12814,6397,62485,42861,Yes,,No,No,No,,Yes,Yes,Yes,Yes,
12815,6398,37196,68337,Yes,Yes,No,,Yes,,Yes,Yes,No,Yes,Yes
12816,6398,25833,86457,Yes,No,,No,,No,,Yes,No,,No
12817,6399,83536,40799,,,Yes,No,No,No,No,No,No,Yes,
12818,6399,43270,97208,No,,,No,No,,,No,No,,
12819,6399,28030,17174,Yes,No,Yes,,,No,Yes,,No,No,Yes
12820,6400,62154,1378,No,No,,,No,No,,,Yes,Yes,
12821,6400,54401,98706,No,Yes,Yes,,,Yes,,No,Yes,Yes,
12822,6401,91492,46096,No,,Yes,Yes,No,,No,No,No,Yes,No
12823,6401,61170,21466,Yes,No,No,No,Yes,Yes,Yes,Yes,No,,No
12824,6401,12488,43323,Yes,,,Yes,Yes,,No,Yes,Yes,No,
12825,6402,93173,69586,,No,Yes,,Yes,,Yes,Yes,Yes,,No
12826,6402,22862,73401,No,,,No,Yes,Yes,No,,No,Yes,No
12827,6403,82577,97118,No,Yes,Yes,No,Yes,Yes,Yes,,No,,
12828,6403,48923,96404,Yes,,No,,Yes,,Yes,No,Yes,Yes,Yes
12829,6403,46874,90888,Yes,,Yes,No,No,,Yes,,Yes,Yes,Yes
12830,6404,54238,98590,Yes,No,Yes,No,Yes,No,,No,,No,No
12831,6404,72625,28865,,Yes,,No,No,,No,No,No,,Yes
12832,6405,55753,37375,Yes,,Yes,,,,,,Yes,Yes,No
12833,6406,55710,3696,Yes,Yes,,,Yes,No,,Yes,,No,
12834,6406,31173,35928,Yes,No,,No,,,No,,,Yes,
12835,6407,40878,14828,No,No,,Yes,Yes,,No,No,No,No,Yes
